,c5Stati,cContea5,nSit5,date5Stati,O3mean5Stati
8047,24.0,5.0,3001.0,2009-10-06,0.022458
8048,24.0,5.0,3001.0,2009-10-07,0.019042
8049,24.0,5.0,3001.0,2009-10-08,0.017
8050,24.0,5.0,3001.0,2009-10-09,0.0325
8051,24.0,5.0,3001.0,2009-10-10,0.015542
8052,24.0,5.0,3001.0,2009-10-11,0.016083
8053,24.0,5.0,3001.0,2009-10-12,0.01375
8054,24.0,5.0,3001.0,2009-10-13,0.017917
8055,24.0,5.0,3001.0,2009-10-14,0.009625
8056,24.0,5.0,3001.0,2009-10-15,0.006625
8057,24.0,5.0,3001.0,2009-10-16,0.008792
8058,24.0,5.0,3001.0,2009-10-17,0.016667
8059,24.0,5.0,3001.0,2009-10-18,0.019208
8060,24.0,5.0,3001.0,2009-10-19,0.012958
8061,24.0,5.0,3001.0,2009-10-20,0.008208
8062,24.0,5.0,3001.0,2009-10-21,0.007708
8063,24.0,5.0,3001.0,2009-10-22,0.004625
8064,24.0,5.0,3001.0,2009-10-23,0.017833
8065,24.0,5.0,3001.0,2009-10-24,0.021167
8066,24.0,5.0,3001.0,2009-10-25,0.0145
8067,24.0,5.0,3001.0,2009-10-26,0.017792
8068,24.0,5.0,3001.0,2009-10-27,0.009
8069,24.0,5.0,3001.0,2009-10-28,0.01475
8070,24.0,5.0,3001.0,2009-10-29,0.016167
8071,24.0,5.0,3001.0,2009-10-30,0.028208
8072,24.0,5.0,3001.0,2009-10-31,0.018583
8073,24.0,5.0,3001.0,2009-11-01,0.013833
8074,24.0,5.0,3001.0,2009-11-02,0.008
8075,24.0,5.0,3001.0,2009-11-03,0.015667
8076,24.0,5.0,3001.0,2009-11-04,0.008708
8077,24.0,5.0,3001.0,2009-11-05,0.018
8078,24.0,5.0,3001.0,2009-11-06,0.010792
8079,24.0,5.0,3001.0,2009-11-07,0.015833
8080,24.0,5.0,3001.0,2009-11-08,0.009583
8081,24.0,5.0,3001.0,2009-11-09,0.011625
8082,24.0,5.0,3001.0,2009-11-10,0.009917
8083,24.0,5.0,3001.0,2009-11-11,0.017792
8084,24.0,5.0,3001.0,2009-11-12,0.020958
8085,24.0,5.0,3001.0,2009-11-13,0.024417
8086,24.0,5.0,3001.0,2009-11-14,0.019375
8087,24.0,5.0,3001.0,2009-11-15,0.015125
8088,24.0,5.0,3001.0,2009-11-16,0.017667
8089,24.0,5.0,3001.0,2009-11-17,0.015458
8090,24.0,5.0,3001.0,2009-11-18,0.021875
8091,24.0,5.0,3001.0,2009-11-19,0.014542
8092,24.0,5.0,3001.0,2009-11-20,0.012667
8093,24.0,5.0,3001.0,2009-11-21,0.0075
8094,24.0,5.0,3001.0,2009-11-22,0.015958
8095,24.0,5.0,3001.0,2009-11-23,0.009
8096,24.0,5.0,3001.0,2009-11-24,0.004833
8097,24.0,5.0,3001.0,2009-11-25,0.006667
8098,24.0,5.0,3001.0,2009-11-26,0.01025
8099,24.0,5.0,3001.0,2009-11-27,0.01975
8100,24.0,5.0,3001.0,2009-11-28,0.013375
8101,24.0,5.0,3001.0,2009-11-29,0.008792
8102,24.0,5.0,3001.0,2009-11-30,0.007917
8103,24.0,5.0,3001.0,2009-12-01,0.0085
8104,24.0,5.0,3001.0,2009-12-02,0.014042
8105,24.0,5.0,3001.0,2009-12-03,0.011917
8106,24.0,5.0,3001.0,2009-12-04,0.004917
8107,24.0,5.0,3001.0,2009-12-05,0.012
8108,24.0,5.0,3001.0,2009-12-06,0.011
8109,24.0,5.0,3001.0,2009-12-07,0.005167
8110,24.0,5.0,3001.0,2009-12-08,0.014667
8111,24.0,5.0,3001.0,2009-12-09,0.011792
8112,24.0,5.0,3001.0,2009-12-10,0.024542
8113,24.0,5.0,3001.0,2009-12-11,0.017333
8114,24.0,5.0,3001.0,2009-12-12,0.012
8115,24.0,5.0,3001.0,2009-12-13,0.003625
8116,24.0,5.0,3001.0,2009-12-14,0.007292
8117,24.0,5.0,3001.0,2009-12-15,0.010792
8118,24.0,5.0,3001.0,2009-12-16,0.022792
8119,24.0,5.0,3001.0,2009-12-17,0.012875
8120,24.0,5.0,3001.0,2009-12-18,0.011833
8121,24.0,5.0,3001.0,2009-12-19,0.028083
8122,24.0,5.0,3001.0,2009-12-20,0.02975
8123,24.0,5.0,3001.0,2009-12-21,0.01575
8124,24.0,5.0,3001.0,2009-12-22,0.011
8125,24.0,5.0,3001.0,2009-12-23,0.0145
8126,24.0,5.0,3001.0,2009-12-24,0.009042
8127,24.0,5.0,3001.0,2009-12-25,0.018333
8128,24.0,5.0,3001.0,2009-12-26,0.022042
8129,24.0,5.0,3001.0,2009-12-27,0.017792
8130,24.0,5.0,3001.0,2009-12-28,0.0215
8131,24.0,5.0,3001.0,2009-12-29,0.025708
8132,24.0,5.0,3001.0,2009-12-30,0.014875
8133,24.0,5.0,3001.0,2009-12-31,0.011684
8134,36.0,5.0,133.0,2009-01-01,0.017583
8135,36.0,5.0,133.0,2009-01-02,0.003
8136,36.0,5.0,133.0,2009-01-03,0.015208
8137,36.0,5.0,133.0,2009-01-04,0.010625
8138,36.0,5.0,133.0,2009-01-05,0.010556
8139,36.0,5.0,133.0,2009-01-06,0.012333
8140,36.0,5.0,133.0,2009-01-07,0.010125
8141,36.0,5.0,133.0,2009-01-08,0.012167
8142,36.0,5.0,133.0,2009-01-09,0.016458
8143,36.0,5.0,133.0,2009-01-10,0.011083
8144,36.0,5.0,133.0,2009-01-11,0.011708
8145,36.0,5.0,133.0,2009-01-12,0.010167
8146,36.0,5.0,133.0,2009-01-13,0.005167
8147,36.0,5.0,133.0,2009-01-14,0.016542
8148,36.0,5.0,133.0,2009-01-15,0.012958
8149,36.0,5.0,133.0,2009-01-16,0.010833
8150,36.0,5.0,133.0,2009-01-17,0.006458
8151,36.0,5.0,133.0,2009-01-18,0.002708
8152,36.0,5.0,133.0,2009-01-19,0.002792
8153,36.0,5.0,133.0,2009-01-20,0.010667
8154,36.0,5.0,133.0,2009-01-21,0.010792
8155,36.0,5.0,133.0,2009-01-22,0.004792
8156,36.0,5.0,133.0,2009-01-23,0.004208
8157,36.0,5.0,133.0,2009-01-24,0.022667
8158,36.0,5.0,133.0,2009-01-25,0.017042
8159,36.0,5.0,133.0,2009-01-26,0.012375
8160,36.0,5.0,133.0,2009-01-27,0.01675
8161,36.0,5.0,133.0,2009-01-28,0.01425
8162,36.0,5.0,133.0,2009-01-29,0.014583
8163,36.0,5.0,133.0,2009-01-30,0.008333
8164,36.0,5.0,133.0,2009-01-31,0.01675
8165,36.0,5.0,133.0,2009-02-01,0.0085
8166,36.0,5.0,133.0,2009-02-02,0.015083
8167,36.0,5.0,133.0,2009-02-03,0.016917
8168,36.0,5.0,133.0,2009-02-04,0.022292
8169,36.0,5.0,133.0,2009-02-05,0.019667
8170,36.0,5.0,133.0,2009-02-06,0.004833
8171,36.0,5.0,133.0,2009-02-07,0.005542
8172,36.0,5.0,133.0,2009-02-08,0.023292
8173,36.0,5.0,133.0,2009-02-09,0.0135
8174,36.0,5.0,133.0,2009-02-10,0.002208
8175,36.0,5.0,133.0,2009-02-11,0.004708
8176,36.0,5.0,133.0,2009-02-12,0.02
8177,36.0,5.0,133.0,2009-02-13,0.026042
8178,36.0,5.0,133.0,2009-02-14,0.02
8179,36.0,5.0,133.0,2009-02-15,0.025292
8180,36.0,5.0,133.0,2009-02-16,0.021667
8181,36.0,5.0,133.0,2009-02-17,0.01475
8182,36.0,5.0,133.0,2009-02-18,0.011625
8183,36.0,5.0,133.0,2009-02-19,0.015292
8184,36.0,5.0,133.0,2009-02-20,0.020167
8185,36.0,5.0,133.0,2009-02-21,0.01675
8186,36.0,5.0,133.0,2009-02-22,0.018583
8187,36.0,5.0,133.0,2009-02-23,0.027042
8188,36.0,5.0,133.0,2009-02-24,0.022333
8189,36.0,5.0,133.0,2009-02-25,0.008417
8190,36.0,5.0,133.0,2009-02-26,0.004167
8191,36.0,5.0,133.0,2009-02-27,0.013875
8192,36.0,5.0,133.0,2009-02-28,0.019167
8193,36.0,5.0,133.0,2009-03-01,0.023917
8194,36.0,5.0,133.0,2009-03-02,0.02325
8195,36.0,5.0,133.0,2009-03-03,0.023458
8196,36.0,5.0,133.0,2009-03-04,0.01575
8197,36.0,5.0,133.0,2009-03-05,0.009458
8198,36.0,5.0,133.0,2009-03-06,0.005
8199,36.0,5.0,133.0,2009-03-07,0.018333
8200,36.0,5.0,133.0,2009-03-08,0.028667
8201,36.0,5.0,133.0,2009-03-09,0.021292
8202,36.0,5.0,133.0,2009-03-10,0.018708
8203,36.0,5.0,133.0,2009-03-11,0.014792
8204,36.0,5.0,133.0,2009-03-12,0.025958
8205,36.0,5.0,133.0,2009-03-13,0.019208
8206,36.0,5.0,133.0,2009-03-14,0.007625
8207,36.0,5.0,133.0,2009-03-15,0.005833
8208,36.0,5.0,133.0,2009-03-16,0.021875
8209,36.0,5.0,133.0,2009-03-17,0.017375
8210,36.0,5.0,133.0,2009-03-18,0.012417
8211,36.0,5.0,133.0,2009-03-19,0.015292
8212,36.0,5.0,133.0,2009-03-20,0.02425
8213,36.0,5.0,133.0,2009-03-21,0.020167
8214,36.0,5.0,133.0,2009-03-22,0.027625
8215,36.0,5.0,133.0,2009-03-23,0.033292
8216,36.0,5.0,133.0,2009-03-24,0.02625
8217,36.0,5.0,133.0,2009-03-25,0.018208
8218,36.0,5.0,133.0,2009-03-26,0.014375
8219,36.0,5.0,133.0,2009-03-27,0.01275
8220,36.0,5.0,133.0,2009-03-28,0.031
8221,36.0,5.0,133.0,2009-03-29,0.024333
8222,36.0,5.0,133.0,2009-03-30,0.021125
8223,36.0,5.0,133.0,2009-03-31,0.023167
8224,36.0,5.0,133.0,2009-04-01,0.025542
8225,36.0,5.0,133.0,2009-04-02,0.017917
8226,36.0,5.0,133.0,2009-04-03,0.021292
8227,36.0,5.0,133.0,2009-04-04,0.033708
8228,36.0,5.0,133.0,2009-04-05,0.030739
8229,36.0,5.0,133.0,2009-04-06,0.013895
8230,36.0,5.0,133.0,2009-04-07,0.022708
8231,36.0,5.0,133.0,2009-04-08,0.01725
8232,36.0,5.0,133.0,2009-04-09,0.021917
8233,36.0,5.0,133.0,2009-04-10,0.023417
8234,36.0,5.0,133.0,2009-04-11,0.032542
8235,36.0,5.0,133.0,2009-04-12,0.037174
8236,36.0,5.0,133.0,2009-04-13,0.029316
8237,36.0,5.0,133.0,2009-04-14,0.025542
8238,36.0,5.0,133.0,2009-04-15,0.028042
8239,36.0,5.0,133.0,2009-04-16,0.031417
8240,36.0,5.0,133.0,2009-04-17,0.030542
8241,36.0,5.0,133.0,2009-04-18,0.038417
8242,36.0,5.0,133.0,2009-04-19,0.0425
8243,36.0,5.0,133.0,2009-04-20,0.038667
8244,36.0,5.0,133.0,2009-04-21,0.016333
8245,36.0,5.0,133.0,2009-04-22,0.017292
8246,36.0,5.0,133.0,2009-04-23,0.023208
8247,36.0,5.0,133.0,2009-04-24,0.024875
8248,36.0,5.0,133.0,2009-04-25,0.0285
8249,36.0,5.0,133.0,2009-04-26,0.049292
8250,36.0,5.0,133.0,2009-04-27,0.035375
8251,36.0,5.0,133.0,2009-04-28,0.043625
8252,36.0,5.0,133.0,2009-04-29,0.028958
8253,36.0,5.0,133.0,2009-04-30,0.028125
8254,36.0,5.0,133.0,2009-05-01,0.009
8255,36.0,5.0,133.0,2009-05-02,0.01975
8256,36.0,5.0,133.0,2009-05-03,0.013583
8257,36.0,5.0,133.0,2009-05-04,0.026375
8258,36.0,5.0,133.0,2009-05-05,0.031375
8259,36.0,5.0,133.0,2009-05-06,0.019333
8260,36.0,5.0,133.0,2009-05-07,0.0075
8261,36.0,5.0,133.0,2009-05-08,0.01825
8262,36.0,5.0,133.0,2009-05-09,0.024708
8263,36.0,5.0,133.0,2009-05-10,0.032708
8264,36.0,5.0,133.0,2009-05-11,0.023333
8265,36.0,5.0,133.0,2009-05-12,0.022792
8266,36.0,5.0,133.0,2009-05-13,0.037208
8267,36.0,5.0,133.0,2009-05-14,0.025875
8268,36.0,5.0,133.0,2009-05-15,0.021792
8269,36.0,5.0,133.0,2009-05-16,0.012167
8270,36.0,5.0,133.0,2009-05-17,0.030125
8271,36.0,5.0,133.0,2009-05-18,0.022042
8272,36.0,5.0,133.0,2009-05-19,0.022875
8273,36.0,5.0,133.0,2009-05-20,0.032208
8274,36.0,5.0,133.0,2009-05-21,0.031917
8275,36.0,5.0,133.0,2009-05-22,0.039083
8276,36.0,5.0,133.0,2009-05-23,0.030208
8277,36.0,5.0,133.0,2009-05-24,0.026708
8278,36.0,5.0,133.0,2009-05-25,0.041652
8279,36.0,5.0,133.0,2009-05-26,0.029412
8280,36.0,5.0,133.0,2009-05-27,0.02175
8281,36.0,5.0,133.0,2009-05-28,0.017292
8282,36.0,5.0,133.0,2009-05-29,0.009167
8283,36.0,5.0,133.0,2009-05-30,0.028375
8284,36.0,5.0,133.0,2009-05-31,0.034417
8285,36.0,5.0,133.0,2009-06-01,0.026333
8286,36.0,5.0,133.0,2009-06-02,0.02675
8287,36.0,5.0,133.0,2009-06-03,0.019
8288,36.0,5.0,133.0,2009-06-04,0.014375
8289,36.0,5.0,133.0,2009-06-05,0.025042
8290,36.0,5.0,133.0,2009-06-06,0.026417
8291,36.0,5.0,133.0,2009-06-07,0.037792
8292,36.0,5.0,133.0,2009-06-08,0.029917
8293,36.0,5.0,133.0,2009-06-09,0.019333
8294,36.0,5.0,133.0,2009-06-10,0.015
8295,36.0,5.0,133.0,2009-06-11,0.018042
8296,36.0,5.0,133.0,2009-06-12,0.013125
8297,36.0,5.0,133.0,2009-06-13,0.013333
8298,36.0,5.0,133.0,2009-06-14,0.019167
8299,36.0,5.0,133.0,2009-06-15,0.013208
8300,36.0,5.0,133.0,2009-06-16,0.02
8301,36.0,5.0,133.0,2009-06-17,0.016875
8302,36.0,5.0,133.0,2009-06-18,0.020625
8303,36.0,5.0,133.0,2009-06-19,0.018833
8304,36.0,5.0,133.0,2009-06-20,0.019125
8305,36.0,5.0,133.0,2009-06-21,0.01775
8306,36.0,5.0,133.0,2009-06-22,0.018792
8307,36.0,5.0,133.0,2009-06-23,0.022292
8308,36.0,5.0,133.0,2009-06-24,0.012625
8309,36.0,5.0,133.0,2009-06-25,0.021417
8310,36.0,5.0,133.0,2009-06-26,0.021167
8311,36.0,5.0,133.0,2009-06-27,0.02425
8312,36.0,5.0,133.0,2009-06-28,0.036625
8313,36.0,5.0,133.0,2009-06-29,0.02825
8314,36.0,5.0,133.0,2009-06-30,0.023125
8315,36.0,5.0,133.0,2009-07-01,0.037917
8316,36.0,5.0,133.0,2009-07-02,0.026083
8317,36.0,5.0,133.0,2009-07-03,0.021625
8318,36.0,5.0,133.0,2009-07-04,0.026458
8319,36.0,5.0,133.0,2009-07-05,0.028917
8320,36.0,5.0,133.0,2009-07-06,0.038
8321,36.0,5.0,133.0,2009-07-07,0.03375
8322,36.0,5.0,133.0,2009-07-08,0.020833
8323,36.0,5.0,133.0,2009-07-09,0.022667
8324,36.0,5.0,133.0,2009-07-10,0.025458
8325,36.0,5.0,133.0,2009-07-11,0.033083
8326,36.0,5.0,133.0,2009-07-12,0.02913
8327,36.0,5.0,133.0,2009-07-13,0.022737
8328,36.0,5.0,133.0,2009-07-14,0.025583
8329,36.0,5.0,133.0,2009-07-15,0.0355
8330,36.0,5.0,133.0,2009-07-16,0.040417
8331,36.0,5.0,133.0,2009-07-17,0.038
8332,36.0,5.0,133.0,2009-07-18,0.030167
8333,36.0,5.0,133.0,2009-07-19,0.020833
8334,36.0,5.0,133.0,2009-07-20,0.03475
8335,36.0,5.0,133.0,2009-07-21,0.017583
8336,36.0,5.0,133.0,2009-07-22,0.025875
8337,36.0,5.0,133.0,2009-07-23,0.029875
8338,36.0,5.0,133.0,2009-07-24,0.027417
8339,36.0,5.0,133.0,2009-07-25,0.035667
8340,36.0,5.0,133.0,2009-07-26,0.02875
8341,36.0,5.0,133.0,2009-07-27,0.021083
8342,36.0,5.0,133.0,2009-07-28,0.026667
8343,36.0,5.0,133.0,2009-07-29,0.01475
8344,36.0,5.0,133.0,2009-07-30,0.024667
8345,36.0,5.0,133.0,2009-07-31,0.020708
8346,36.0,5.0,133.0,2009-08-01,0.036917
8347,36.0,5.0,133.0,2009-08-02,0.022792
8348,36.0,5.0,133.0,2009-08-03,0.030042
8349,36.0,5.0,133.0,2009-08-04,0.036
8350,36.0,5.0,133.0,2009-08-05,0.029208
8351,36.0,5.0,133.0,2009-08-06,0.021333
8352,36.0,5.0,133.0,2009-08-07,0.02225
8353,36.0,5.0,133.0,2009-08-08,0.0335
8354,36.0,5.0,133.0,2009-08-09,0.033208
8355,36.0,5.0,133.0,2009-08-10,0.034
8356,36.0,5.0,133.0,2009-08-11,0.026667
8357,36.0,5.0,133.0,2009-08-12,0.0255
8358,36.0,5.0,133.0,2009-08-13,0.013708
8359,36.0,5.0,133.0,2009-08-14,0.029125
8360,36.0,5.0,133.0,2009-08-15,0.0395
8361,36.0,5.0,133.0,2009-08-16,0.045917
8362,36.0,5.0,133.0,2009-08-17,0.05285
8363,36.0,5.0,133.0,2009-08-18,0.036542
8364,36.0,5.0,133.0,2009-08-19,0.029125
8365,36.0,5.0,133.0,2009-08-20,0.027458
8366,36.0,5.0,133.0,2009-08-21,0.016375
8367,36.0,5.0,133.0,2009-08-22,0.011833
8368,36.0,5.0,133.0,2009-08-23,0.011522
8369,36.0,5.0,133.0,2009-08-24,0.020444
8370,36.0,5.0,133.0,2009-08-25,0.024625
8371,36.0,5.0,133.0,2009-08-26,0.035292
8372,36.0,5.0,133.0,2009-08-27,0.021667
8373,36.0,5.0,133.0,2009-08-28,0.015042
8374,36.0,5.0,133.0,2009-08-29,0.008958
8375,36.0,5.0,133.0,2009-08-30,0.02225
8376,36.0,5.0,133.0,2009-08-31,0.015417
8377,36.0,5.0,133.0,2009-09-01,0.017292
8378,36.0,5.0,133.0,2009-09-02,0.022667
8379,36.0,5.0,133.0,2009-09-03,0.021625
8380,36.0,5.0,133.0,2009-09-04,0.02625
8381,36.0,5.0,133.0,2009-09-05,0.029167
8382,36.0,5.0,133.0,2009-09-06,0.0205
8383,36.0,5.0,133.0,2009-09-07,0.016583
8384,36.0,5.0,133.0,2009-09-08,0.014
8385,36.0,5.0,133.0,2009-09-09,0.024875
8386,36.0,5.0,133.0,2009-09-10,0.023458
8387,36.0,5.0,133.0,2009-09-11,0.018167
8388,36.0,5.0,133.0,2009-09-12,0.012
8389,36.0,5.0,133.0,2009-09-13,0.01775
8390,36.0,5.0,133.0,2009-09-14,0.016087
8391,36.0,5.0,133.0,2009-09-15,0.019389
8392,36.0,5.0,133.0,2009-09-16,0.015542
8393,36.0,5.0,133.0,2009-09-17,0.009167
8394,36.0,5.0,133.0,2009-09-18,0.019333
8395,36.0,5.0,133.0,2009-09-19,0.013125
8396,36.0,5.0,133.0,2009-09-20,0.020833
8397,36.0,5.0,133.0,2009-09-21,0.017708
8398,36.0,5.0,133.0,2009-09-22,0.011667
8399,36.0,5.0,133.0,2009-09-23,0.011875
8400,36.0,5.0,133.0,2009-09-24,0.021542
8401,36.0,5.0,133.0,2009-09-25,0.015583
8402,36.0,5.0,133.0,2009-09-26,0.018375
8403,36.0,5.0,133.0,2009-09-27,0.016333
8404,36.0,5.0,133.0,2009-09-28,0.019208
8405,36.0,5.0,133.0,2009-09-29,0.010625
8406,36.0,5.0,133.0,2009-09-30,0.010833
8407,36.0,5.0,133.0,2009-10-01,0.007125
8408,36.0,5.0,133.0,2009-10-02,0.019333
8409,36.0,5.0,133.0,2009-10-03,0.013625
8410,36.0,5.0,133.0,2009-10-04,0.020542
8411,36.0,5.0,133.0,2009-10-05,0.011375
8412,36.0,5.0,133.0,2009-10-06,0.014542
8413,36.0,5.0,133.0,2009-10-07,0.021042
8414,36.0,5.0,133.0,2009-10-08,0.013625
8415,36.0,5.0,133.0,2009-10-09,0.005708
8416,36.0,5.0,133.0,2009-10-10,0.011292
8417,36.0,5.0,133.0,2009-10-11,0.015583
8418,36.0,5.0,133.0,2009-10-12,0.007304
8419,36.0,5.0,133.0,2009-10-13,0.019529
8420,36.0,5.0,133.0,2009-10-14,0.009375
8421,36.0,5.0,133.0,2009-10-15,0.010042
8422,36.0,5.0,133.0,2009-10-16,0.0125
8423,36.0,5.0,133.0,2009-10-17,0.014167
8424,36.0,5.0,133.0,2009-10-18,0.013875
8425,36.0,5.0,133.0,2009-10-19,0.0095
8426,36.0,5.0,133.0,2009-10-20,0.007
8427,36.0,5.0,133.0,2009-10-21,0.004292
8428,36.0,5.0,133.0,2009-10-22,0.011042
8429,36.0,5.0,133.0,2009-10-23,0.015292
8430,36.0,5.0,133.0,2009-10-24,0.019417
8431,36.0,5.0,133.0,2009-10-25,0.01687
8432,36.0,5.0,133.0,2009-10-26,0.009579
8433,36.0,5.0,133.0,2009-10-27,0.008125
8434,36.0,5.0,133.0,2009-10-28,0.015042
8435,36.0,5.0,133.0,2009-10-29,0.012083
8436,36.0,5.0,133.0,2009-10-30,0.020875
8437,36.0,5.0,133.0,2009-10-31,0.01725
8438,36.0,5.0,133.0,2009-11-01,0.014375
8439,36.0,5.0,133.0,2009-11-02,0.008833
8440,36.0,5.0,133.0,2009-11-03,0.011917
8441,36.0,5.0,133.0,2009-11-04,0.005833
8442,36.0,5.0,133.0,2009-11-05,0.009667
8443,36.0,5.0,133.0,2009-11-06,0.009708
8444,36.0,5.0,133.0,2009-11-07,0.007875
8445,36.0,5.0,133.0,2009-11-08,0.010375
8446,36.0,5.0,133.0,2009-11-09,0.008
8447,36.0,5.0,133.0,2009-11-10,0.012833
8448,36.0,5.0,133.0,2009-11-11,0.022708
8449,36.0,5.0,133.0,2009-11-12,0.021667
8450,36.0,5.0,133.0,2009-11-13,0.024375
8451,36.0,5.0,133.0,2009-11-14,0.011292
8452,36.0,5.0,133.0,2009-11-15,0.00825
8453,36.0,5.0,133.0,2009-11-16,0.01625
8454,36.0,5.0,133.0,2009-11-17,0.0125
8455,36.0,5.0,133.0,2009-11-18,0.011542
8456,36.0,5.0,133.0,2009-11-19,0.0115
8457,36.0,5.0,133.0,2009-11-20,0.0125
8458,36.0,5.0,133.0,2009-11-21,0.010167
8459,36.0,5.0,133.0,2009-11-22,0.018792
8460,36.0,5.0,133.0,2009-11-23,0.0155
8461,36.0,5.0,133.0,2009-11-24,0.015083
8462,36.0,5.0,133.0,2009-11-25,0.009125
8463,36.0,5.0,133.0,2009-11-26,0.007542
8464,36.0,5.0,133.0,2009-11-27,0.016458
8465,36.0,5.0,133.0,2009-11-28,0.015833
8466,36.0,5.0,133.0,2009-11-29,0.008167
8467,36.0,5.0,133.0,2009-11-30,0.009417
8468,36.0,5.0,133.0,2009-12-01,0.007
8469,36.0,5.0,133.0,2009-12-02,0.011042
8470,36.0,5.0,133.0,2009-12-03,0.01875
8471,36.0,5.0,133.0,2009-12-04,0.007625
8472,36.0,5.0,133.0,2009-12-05,0.009667
8473,36.0,5.0,133.0,2009-12-06,0.012
8474,36.0,5.0,133.0,2009-12-07,0.003042
8475,36.0,5.0,133.0,2009-12-08,0.010958
8476,36.0,5.0,133.0,2009-12-09,0.012042
8477,36.0,5.0,133.0,2009-12-10,0.015875
8478,36.0,5.0,133.0,2009-12-11,0.014792
8479,36.0,5.0,133.0,2009-12-12,0.009125
8480,36.0,5.0,133.0,2009-12-13,0.007125
8481,36.0,5.0,133.0,2009-12-14,0.005833
8482,36.0,5.0,133.0,2009-12-15,0.00675
8483,36.0,5.0,133.0,2009-12-16,0.022917
8484,36.0,5.0,133.0,2009-12-17,0.023333
8485,36.0,5.0,133.0,2009-12-18,0.01225
8486,36.0,5.0,133.0,2009-12-19,0.020792
8487,36.0,5.0,133.0,2009-12-20,0.025875
8488,36.0,5.0,133.0,2009-12-21,0.019875
8489,36.0,5.0,133.0,2009-12-22,0.020042
8490,36.0,5.0,133.0,2009-12-23,0.019542
8491,36.0,5.0,133.0,2009-12-24,0.010583
8492,36.0,5.0,133.0,2009-12-25,0.018417
8493,36.0,5.0,133.0,2009-12-26,0.031958
8494,36.0,5.0,133.0,2009-12-27,0.01525
8495,36.0,5.0,133.0,2009-12-28,0.01
8496,36.0,5.0,133.0,2009-12-29,0.024
8497,36.0,5.0,133.0,2009-12-30,0.007333
8498,36.0,5.0,133.0,2009-12-31,0.002053
8499,36.0,81.0,124.0,2009-01-01,0.019625
8500,36.0,81.0,124.0,2009-01-02,0.00575
8501,36.0,81.0,124.0,2009-01-03,0.019375
8502,36.0,81.0,124.0,2009-01-04,0.010458
8503,36.0,81.0,124.0,2009-01-05,0.007
8504,36.0,81.0,124.0,2009-01-06,0.011625
8505,36.0,81.0,124.0,2009-01-07,0.008083
8506,36.0,81.0,124.0,2009-01-08,0.015176
8507,36.0,81.0,124.0,2009-01-09,0.019417
8508,36.0,81.0,124.0,2009-01-10,0.011458
8509,36.0,81.0,124.0,2009-01-11,0.0105
8510,36.0,81.0,124.0,2009-01-12,0.008542
8511,36.0,81.0,124.0,2009-01-13,0.005667
8512,36.0,81.0,124.0,2009-01-14,0.014917
8513,36.0,81.0,124.0,2009-01-15,0.013542
8514,36.0,81.0,124.0,2009-01-16,0.012042
8515,36.0,81.0,124.0,2009-01-17,0.008333
8516,36.0,81.0,124.0,2009-01-18,0.003
8517,36.0,81.0,124.0,2009-01-19,0.001167
8518,36.0,81.0,124.0,2009-01-20,0.008875
8519,36.0,81.0,124.0,2009-01-21,0.009375
8520,36.0,81.0,124.0,2009-01-22,0.005208
8521,36.0,81.0,124.0,2009-01-23,0.007167
8522,36.0,81.0,124.0,2009-01-24,0.022941
8523,36.0,81.0,124.0,2009-01-25,0.017292
8524,36.0,81.0,124.0,2009-01-26,0.005958
8525,36.0,81.0,124.0,2009-01-27,0.012708
8526,36.0,81.0,124.0,2009-01-28,0.00775
8527,36.0,81.0,124.0,2009-01-29,0.014833
8528,36.0,81.0,124.0,2009-01-30,0.0105
8529,36.0,81.0,124.0,2009-01-31,0.023125
8530,36.0,81.0,124.0,2009-02-01,0.010875
8531,36.0,81.0,124.0,2009-02-02,0.01325
8532,36.0,81.0,124.0,2009-02-03,0.016765
8533,36.0,81.0,124.0,2009-02-04,0.022333
8534,36.0,81.0,124.0,2009-02-05,0.019875
8535,36.0,81.0,124.0,2009-02-06,0.004333
8536,36.0,81.0,124.0,2009-02-07,0.010875
8537,36.0,81.0,124.0,2009-02-08,0.022917
8538,36.0,81.0,124.0,2009-02-09,0.01375
8539,36.0,81.0,124.0,2009-02-10,0.004417
8540,36.0,81.0,124.0,2009-02-11,0.007458
8541,36.0,81.0,124.0,2009-02-12,0.021833
8542,36.0,81.0,124.0,2009-02-13,0.024333
8543,36.0,81.0,124.0,2009-02-14,0.021583
8544,36.0,81.0,124.0,2009-02-15,0.024917
8545,36.0,81.0,124.0,2009-02-16,0.021458
8546,36.0,81.0,124.0,2009-02-17,0.013667
8547,36.0,81.0,124.0,2009-02-18,0.015792
8548,36.0,81.0,124.0,2009-02-19,0.017167
8549,36.0,81.0,124.0,2009-02-20,0.025167
8550,36.0,81.0,124.0,2009-02-21,0.021417
8551,36.0,81.0,124.0,2009-02-22,0.022625
8552,36.0,81.0,124.0,2009-02-23,0.029708
8553,36.0,81.0,124.0,2009-02-24,0.021667
8554,36.0,81.0,124.0,2009-02-25,0.014958
8555,36.0,81.0,124.0,2009-02-26,0.013417
8556,36.0,81.0,124.0,2009-02-27,0.02525
8557,36.0,81.0,124.0,2009-02-28,0.0215
8558,36.0,81.0,124.0,2009-03-01,0.027875
8559,36.0,81.0,124.0,2009-03-03,0.022958
8560,36.0,81.0,124.0,2009-03-04,0.015792
8561,36.0,81.0,124.0,2009-03-05,0.018458
