,cStatoVA,cConteaVA,nSitVA,dateVA,O3meanVA
1050,51.0,59.0,5.0,2009-04-01,0.018292
1051,51.0,59.0,5.0,2009-04-02,0.021125
1052,51.0,59.0,5.0,2009-04-03,0.043875
1053,51.0,59.0,5.0,2009-04-04,0.04875
1054,51.0,59.0,5.0,2009-04-05,0.048292
1055,51.0,59.0,5.0,2009-04-06,0.034542
1056,51.0,59.0,5.0,2009-04-07,0.042417
1057,51.0,59.0,5.0,2009-04-08,0.03525
1058,51.0,59.0,5.0,2009-04-09,0.028917
1059,51.0,59.0,5.0,2009-04-10,0.036292
1060,51.0,59.0,5.0,2009-04-11,0.033125
1061,51.0,59.0,5.0,2009-04-12,0.036417
1062,51.0,59.0,5.0,2009-04-13,0.032667
1063,51.0,59.0,5.0,2009-04-14,0.030625
1064,51.0,59.0,5.0,2009-04-15,0.025292
1065,51.0,59.0,5.0,2009-04-16,0.028583
1066,51.0,59.0,5.0,2009-04-17,0.031667
1067,51.0,59.0,5.0,2009-04-18,0.035292
1068,51.0,59.0,5.0,2009-04-19,0.03825
1069,51.0,59.0,5.0,2009-04-20,0.027333
1070,51.0,59.0,5.0,2009-04-21,0.02175
1071,51.0,59.0,5.0,2009-04-22,0.033292
1072,51.0,59.0,5.0,2009-04-23,0.034417
1073,51.0,59.0,5.0,2009-04-24,0.039875
1074,51.0,59.0,5.0,2009-04-25,0.042
1075,51.0,59.0,5.0,2009-04-26,0.039792
1076,51.0,59.0,5.0,2009-04-27,0.045375
1077,51.0,59.0,5.0,2009-04-28,0.045667
1078,51.0,59.0,1005.0,2009-01-01,0.026625
1079,51.0,59.0,1005.0,2009-01-02,0.024125
1080,51.0,59.0,1005.0,2009-01-03,0.0165
1081,51.0,59.0,1005.0,2009-01-04,0.012375
1082,51.0,59.0,1005.0,2009-01-05,0.011208
1083,51.0,59.0,1005.0,2009-01-06,0.00875
1084,51.0,59.0,1005.0,2009-01-07,0.0045
1085,51.0,59.0,1005.0,2009-01-08,0.026
1086,51.0,59.0,1005.0,2009-01-09,0.0145
1087,51.0,59.0,1005.0,2009-01-10,0.006917
1088,51.0,59.0,1005.0,2009-01-11,0.016917
1089,51.0,59.0,1005.0,2009-01-12,0.013583
1090,51.0,59.0,1005.0,2009-01-13,0.012083
1091,51.0,59.0,1005.0,2009-01-14,0.020625
1092,51.0,59.0,1005.0,2009-01-15,0.018292
1093,51.0,59.0,1005.0,2009-01-16,0.023125
1094,51.0,59.0,1005.0,2009-01-17,0.020042
1095,51.0,59.0,1005.0,2009-01-18,0.01675
1096,51.0,59.0,1005.0,2009-01-19,0.007875
1097,51.0,59.0,1005.0,2009-01-20,0.0195
1098,51.0,59.0,1005.0,2009-01-21,0.020167
1099,51.0,59.0,1005.0,2009-01-22,0.009292
1100,51.0,59.0,1005.0,2009-01-23,0.02225
1101,51.0,59.0,1005.0,2009-01-24,0.02925
1102,51.0,59.0,1005.0,2009-01-25,0.01825
1103,51.0,59.0,1005.0,2009-01-26,0.009167
1104,51.0,59.0,1005.0,2009-01-27,0.008625
1105,51.0,59.0,1005.0,2009-01-28,0.014333
1106,51.0,59.0,1005.0,2009-01-29,0.016458
1107,51.0,59.0,1005.0,2009-01-30,0.022708
1108,51.0,59.0,1005.0,2009-01-31,0.025208
1109,51.0,59.0,1005.0,2009-02-01,0.029458
1110,51.0,59.0,1005.0,2009-02-02,0.027875
1111,51.0,59.0,1005.0,2009-02-03,0.027125
1112,51.0,59.0,1005.0,2009-02-04,0.028792
1113,51.0,59.0,1005.0,2009-02-05,0.022333
1114,51.0,59.0,1005.0,2009-02-06,0.011917
1115,51.0,59.0,1005.0,2009-02-07,0.030208
1116,51.0,59.0,1005.0,2009-02-08,0.037167
1117,51.0,59.0,1005.0,2009-02-09,0.027542
1118,51.0,59.0,1005.0,2009-02-10,0.017917
1119,51.0,59.0,1005.0,2009-02-11,0.03225
1120,51.0,59.0,1005.0,2009-02-12,0.039042
1121,51.0,59.0,1005.0,2009-02-13,0.028917
1122,51.0,59.0,1005.0,2009-02-14,0.021292
1123,51.0,59.0,1005.0,2009-02-15,0.032125
1124,51.0,59.0,1005.0,2009-02-16,0.0305
1125,51.0,59.0,1005.0,2009-02-17,0.025333
1126,51.0,59.0,1005.0,2009-02-18,0.024667
1127,51.0,59.0,1005.0,2009-02-19,0.025875
1128,51.0,59.0,1005.0,2009-02-20,0.029167
1129,51.0,59.0,1005.0,2009-02-21,0.029375
1130,51.0,59.0,1005.0,2009-02-22,0.034333
1131,51.0,59.0,1005.0,2009-02-23,0.034375
1132,51.0,59.0,1005.0,2009-02-24,0.0255
1133,51.0,59.0,1005.0,2009-02-25,0.023458
1134,51.0,59.0,1005.0,2009-02-26,0.021125
1135,51.0,59.0,1005.0,2009-02-27,0.035542
1136,51.0,59.0,1005.0,2009-02-28,0.023042
1137,51.0,59.0,1005.0,2009-03-01,0.025375
1138,51.0,59.0,1005.0,2009-03-02,0.032208
1139,51.0,59.0,1005.0,2009-03-03,0.02625
1140,51.0,59.0,1005.0,2009-03-04,0.019583
1141,51.0,59.0,1005.0,2009-03-05,0.025542
1142,51.0,59.0,1005.0,2009-03-06,0.037708
1143,51.0,59.0,1005.0,2009-03-07,0.039667
1144,51.0,59.0,1005.0,2009-03-08,0.036333
1145,51.0,59.0,1005.0,2009-03-09,0.031
1146,51.0,59.0,1005.0,2009-03-10,0.026458
1147,51.0,59.0,1005.0,2009-03-11,0.034042
1148,51.0,59.0,1005.0,2009-03-12,0.029458
1149,51.0,59.0,1005.0,2009-03-13,0.02125
1150,51.0,59.0,1005.0,2009-03-14,0.022125
1151,51.0,59.0,1005.0,2009-03-15,0.014542
1152,51.0,59.0,1005.0,2009-03-16,0.01575
1153,51.0,59.0,1005.0,2009-03-17,0.019667
1154,51.0,59.0,1005.0,2009-03-18,0.028167
1155,51.0,59.0,1005.0,2009-03-19,0.025042
1156,51.0,59.0,1005.0,2009-03-20,0.027667
1157,51.0,59.0,1005.0,2009-03-21,0.0325
1158,51.0,59.0,1005.0,2009-03-22,0.039083
1159,51.0,59.0,1005.0,2009-03-23,0.038083
1160,51.0,59.0,1005.0,2009-03-24,0.030917
1161,51.0,59.0,1005.0,2009-03-25,0.033958
1162,51.0,59.0,1005.0,2009-03-26,0.01775
1163,51.0,59.0,1005.0,2009-03-27,0.02425
1164,51.0,59.0,1005.0,2009-03-28,0.025208
1165,51.0,59.0,1005.0,2009-03-29,0.030292
1166,51.0,59.0,1005.0,2009-03-30,0.036292
1167,51.0,59.0,1005.0,2009-03-31,0.031917
1168,51.0,59.0,1005.0,2009-04-01,0.018042
1169,51.0,59.0,1005.0,2009-04-02,0.018167
1170,51.0,59.0,1005.0,2009-04-03,0.044083
1171,51.0,59.0,1005.0,2009-04-04,0.048625
1172,51.0,59.0,1005.0,2009-04-05,0.047333
1173,51.0,59.0,1005.0,2009-04-06,0.036375
1174,51.0,59.0,1005.0,2009-04-07,0.042125
1175,51.0,59.0,1005.0,2009-04-08,0.04275
1176,51.0,59.0,1005.0,2009-04-09,0.041542
1177,51.0,59.0,1005.0,2009-04-10,0.041583
1178,51.0,59.0,1005.0,2009-04-11,0.034875
1179,51.0,59.0,1005.0,2009-04-12,0.043083
1180,51.0,59.0,1005.0,2009-04-13,0.036292
1181,51.0,59.0,1005.0,2009-04-14,0.030875
1182,51.0,59.0,1005.0,2009-04-15,0.023583
1183,51.0,59.0,1005.0,2009-04-16,0.038792
1184,51.0,59.0,1005.0,2009-04-17,0.044292
1185,51.0,59.0,1005.0,2009-04-18,0.051083
1186,51.0,59.0,1005.0,2009-04-19,0.048958
1187,51.0,59.0,1005.0,2009-04-20,0.027833
1188,51.0,59.0,1005.0,2009-04-21,0.0285
1189,51.0,59.0,1005.0,2009-04-22,0.0305
1190,51.0,59.0,1005.0,2009-04-23,0.036667
1191,51.0,59.0,1005.0,2009-04-24,0.045833
1192,51.0,59.0,1005.0,2009-04-25,0.048917
1193,51.0,59.0,1005.0,2009-04-26,0.051958
1194,51.0,59.0,1005.0,2009-04-27,0.047167
1195,51.0,59.0,1005.0,2009-04-28,0.047
1196,51.0,59.0,1005.0,2009-04-29,0.025292
1197,51.0,59.0,1005.0,2009-04-30,0.027333
1198,51.0,59.0,5001.0,2009-01-01,0.024958
1199,51.0,59.0,5001.0,2009-01-02,0.01925
1200,51.0,59.0,5001.0,2009-01-03,0.015625
1201,51.0,59.0,5001.0,2009-01-04,0.006625
1202,51.0,59.0,5001.0,2009-01-05,0.011917
1203,51.0,59.0,5001.0,2009-01-06,0.010417
1204,51.0,59.0,5001.0,2009-01-07,0.003917
1205,51.0,59.0,5001.0,2009-01-08,0.0235
1206,51.0,59.0,5001.0,2009-01-09,0.014333
1207,51.0,59.0,5001.0,2009-01-10,0.007792
1208,51.0,59.0,5001.0,2009-01-11,0.018333
1209,51.0,59.0,5001.0,2009-01-12,0.014875
1210,51.0,59.0,5001.0,2009-01-13,0.011667
1211,51.0,59.0,5001.0,2009-01-14,0.019583
1212,51.0,59.0,5001.0,2009-01-15,0.020292
1213,51.0,59.0,5001.0,2009-01-16,0.022708
1214,51.0,59.0,5001.0,2009-01-17,0.017708
1215,51.0,59.0,5001.0,2009-01-18,0.014667
1216,51.0,59.0,5001.0,2009-01-19,0.008125
1217,51.0,59.0,5001.0,2009-01-20,0.019167
1218,51.0,59.0,5001.0,2009-01-21,0.019042
1219,51.0,59.0,5001.0,2009-01-22,0.007708
1220,51.0,59.0,5001.0,2009-01-23,0.016167
1221,51.0,59.0,5001.0,2009-01-24,0.029042
1222,51.0,59.0,5001.0,2009-01-25,0.019292
1223,51.0,59.0,5001.0,2009-01-26,0.007917
1224,51.0,59.0,5001.0,2009-01-27,0.007083
1225,51.0,59.0,5001.0,2009-01-28,0.013083
1226,51.0,59.0,5001.0,2009-01-29,0.014917
1227,51.0,59.0,5001.0,2009-01-30,0.023917
1228,51.0,59.0,5001.0,2009-01-31,0.02475
1229,51.0,59.0,5001.0,2009-02-01,0.028
1230,51.0,59.0,5001.0,2009-02-02,0.025708
1231,51.0,59.0,5001.0,2009-02-03,0.027583
1232,51.0,59.0,5001.0,2009-02-04,0.029708
1233,51.0,59.0,5001.0,2009-02-05,0.021958
1234,51.0,59.0,5001.0,2009-02-06,0.008208
1235,51.0,59.0,5001.0,2009-02-07,0.025542
1236,51.0,59.0,5001.0,2009-02-08,0.034875
1237,51.0,59.0,5001.0,2009-02-09,0.02
1238,51.0,59.0,5001.0,2009-02-10,0.015917
1239,51.0,59.0,5001.0,2009-02-11,0.027917
1240,51.0,59.0,5001.0,2009-02-12,0.037417
1241,51.0,59.0,5001.0,2009-02-13,0.026708
1242,51.0,59.0,5001.0,2009-02-14,0.01925
1243,51.0,59.0,5001.0,2009-02-15,0.032417
1244,51.0,59.0,5001.0,2009-02-16,0.031125
1245,51.0,59.0,5001.0,2009-02-17,0.023083
1246,51.0,59.0,5001.0,2009-02-18,0.019167
1247,51.0,59.0,5001.0,2009-02-19,0.025875
1248,51.0,59.0,5001.0,2009-02-20,0.028833
1249,51.0,59.0,5001.0,2009-02-21,0.027792
1250,51.0,59.0,5001.0,2009-02-22,0.033833
1251,51.0,59.0,5001.0,2009-02-23,0.034208
1252,51.0,59.0,5001.0,2009-02-24,0.021625
1253,51.0,59.0,5001.0,2009-02-25,0.018833
1254,51.0,59.0,5001.0,2009-02-26,0.017625
1255,51.0,59.0,5001.0,2009-02-27,0.031208
1256,51.0,59.0,5001.0,2009-02-28,0.024333
1257,51.0,59.0,5001.0,2009-03-01,0.025917
1258,51.0,59.0,5001.0,2009-03-02,0.033417
1259,51.0,59.0,5001.0,2009-03-03,0.0275
1260,51.0,59.0,5001.0,2009-03-04,0.015833
1261,51.0,59.0,5001.0,2009-03-05,0.021375
1262,51.0,59.0,5001.0,2009-03-07,0.033292
1263,51.0,59.0,5001.0,2009-03-08,0.031625
1264,51.0,59.0,5001.0,2009-03-09,0.030458
1265,51.0,59.0,5001.0,2009-03-10,0.023708
1266,51.0,59.0,5001.0,2009-03-11,0.033417
1267,51.0,59.0,5001.0,2009-03-12,0.031167
1268,51.0,59.0,5001.0,2009-03-13,0.016625
1269,51.0,59.0,5001.0,2009-03-14,0.018917
1270,51.0,59.0,5001.0,2009-03-15,0.013833
1271,51.0,59.0,5001.0,2009-03-16,0.014583
1272,51.0,59.0,5001.0,2009-03-17,0.020125
1273,51.0,59.0,5001.0,2009-03-18,0.026333
1274,51.0,59.0,5001.0,2009-03-19,0.024458
1275,51.0,59.0,5001.0,2009-03-20,0.027583
1276,51.0,59.0,5001.0,2009-03-21,0.02875
1277,51.0,59.0,5001.0,2009-03-22,0.036625
1278,51.0,59.0,5001.0,2009-03-23,0.039583
1279,51.0,59.0,5001.0,2009-03-24,0.027583
1280,51.0,59.0,5001.0,2009-03-25,0.029792
1281,51.0,59.0,5001.0,2009-03-26,0.012917
1282,51.0,59.0,5001.0,2009-03-27,0.024542
1283,51.0,59.0,5001.0,2009-03-28,0.028708
1284,51.0,59.0,5001.0,2009-03-29,0.030375
1285,51.0,59.0,5001.0,2009-03-30,0.036375
1286,51.0,59.0,5001.0,2009-03-31,0.031292
1287,51.0,59.0,5001.0,2009-04-01,0.016375
1288,51.0,59.0,5001.0,2009-04-02,0.019917
1289,51.0,59.0,5001.0,2009-04-03,0.041292
1290,51.0,59.0,5001.0,2009-04-04,0.04775
1291,51.0,59.0,5001.0,2009-04-05,0.0435
1292,51.0,59.0,5001.0,2009-04-06,0.033833
1293,51.0,59.0,5001.0,2009-04-07,0.040708
1294,51.0,59.0,5001.0,2009-04-08,0.029875
1295,51.0,59.0,5001.0,2009-04-09,0.027375
1296,51.0,59.0,5001.0,2009-04-10,0.035208
1297,51.0,59.0,5001.0,2009-04-11,0.036917
1298,51.0,59.0,5001.0,2009-04-12,0.0415
1299,51.0,59.0,5001.0,2009-04-13,0.030917
1300,51.0,59.0,5001.0,2009-04-14,0.033
1301,51.0,59.0,5001.0,2009-04-15,0.024917
1302,51.0,59.0,5001.0,2009-04-16,0.037458
1303,51.0,59.0,5001.0,2009-04-17,0.03125
1304,51.0,59.0,5001.0,2009-04-18,0.033208
1305,51.0,59.0,5001.0,2009-04-19,0.043542
1306,51.0,59.0,5001.0,2009-04-20,0.028042
1307,51.0,59.0,5001.0,2009-04-21,0.024583
1308,51.0,59.0,5001.0,2009-04-22,0.029417
1309,51.0,59.0,5001.0,2009-04-23,0.030667
1310,51.0,59.0,5001.0,2009-04-24,0.038083
1311,51.0,59.0,5001.0,2009-04-25,0.0415
1312,51.0,59.0,5001.0,2009-04-26,0.046875
1313,51.0,59.0,5001.0,2009-04-27,0.043375
1314,51.0,59.0,5001.0,2009-04-28,0.043083
1315,51.0,59.0,5001.0,2009-04-29,0.026583
1316,51.0,59.0,5001.0,2009-04-30,0.025167
1317,51.0,510.0,9.0,2009-03-31,0.0305
1318,51.0,510.0,9.0,2009-04-01,0.012611
1319,51.0,510.0,9.0,2009-04-02,0.018833
1320,51.0,510.0,9.0,2009-04-03,0.039167
1321,51.0,510.0,9.0,2009-04-04,0.04275
1322,51.0,510.0,9.0,2009-04-05,0.04075
1323,51.0,510.0,9.0,2009-04-06,0.030625
1324,51.0,510.0,9.0,2009-04-07,0.03425
1325,51.0,510.0,9.0,2009-04-08,0.0245
1326,51.0,510.0,9.0,2009-04-09,0.025542
1327,51.0,510.0,9.0,2009-04-10,0.035208
1328,51.0,510.0,9.0,2009-04-11,0.028667
1329,51.0,510.0,9.0,2009-04-12,0.0355
1330,51.0,510.0,9.0,2009-04-13,0.034125
1331,51.0,510.0,9.0,2009-04-14,0.028542
1332,51.0,510.0,9.0,2009-04-15,0.015583
1333,51.0,510.0,9.0,2009-04-16,0.02575
1334,51.0,510.0,9.0,2009-04-17,0.020292
1335,51.0,510.0,9.0,2009-04-18,0.027333
1336,51.0,510.0,9.0,2009-04-19,0.035083
1337,51.0,510.0,9.0,2009-04-20,0.025833
1338,51.0,510.0,9.0,2009-04-21,0.020208
1339,51.0,510.0,9.0,2009-04-22,0.028556
1340,51.0,510.0,9.0,2009-04-23,0.024417
1341,51.0,510.0,9.0,2009-04-24,0.036542
1342,51.0,510.0,9.0,2009-04-25,0.038208
1343,51.0,510.0,9.0,2009-04-26,0.040042
1344,51.0,510.0,9.0,2009-04-27,0.042208
1345,51.0,510.0,9.0,2009-04-28,0.039167
1346,51.0,510.0,9.0,2009-04-29,0.028042
1347,51.0,510.0,9.0,2009-04-30,0.025917
1348,51.0,510.0,9.0,2009-05-01,0.022083
1349,51.0,510.0,9.0,2009-05-02,0.02425
1350,51.0,510.0,9.0,2009-05-03,0.0265
1351,51.0,510.0,9.0,2009-05-04,0.026833
1352,51.0,510.0,9.0,2009-05-05,0.021958
1353,51.0,510.0,9.0,2009-05-06,0.016
1354,51.0,510.0,9.0,2009-05-07,0.002615
1355,51.0,510.0,9.0,2009-05-08,0.025458
1356,51.0,510.0,9.0,2009-05-09,0.035625
1357,51.0,510.0,9.0,2009-05-10,0.036083
1358,51.0,510.0,9.0,2009-05-11,0.024
1359,51.0,510.0,9.0,2009-05-12,0.020958
1360,51.0,510.0,9.0,2009-05-13,0.037
1361,51.0,510.0,9.0,2009-05-14,0.029176
1362,51.0,510.0,9.0,2009-05-15,0.025417
1363,51.0,510.0,9.0,2009-05-16,0.022667
1364,51.0,510.0,9.0,2009-05-17,0.028875
1365,51.0,510.0,9.0,2009-05-18,0.026958
1366,51.0,510.0,9.0,2009-05-19,0.03
1367,51.0,510.0,9.0,2009-05-20,0.039167
1368,51.0,510.0,9.0,2009-05-21,0.03375
1369,51.0,510.0,9.0,2009-05-22,0.036875
1370,51.0,510.0,9.0,2009-05-23,0.028333
1371,51.0,510.0,9.0,2009-05-24,0.018417
1372,51.0,510.0,9.0,2009-05-25,0.016375
1373,51.0,510.0,9.0,2009-05-26,0.026125
1374,51.0,510.0,9.0,2009-05-27,0.011833
1375,51.0,510.0,9.0,2009-05-28,0.017
1376,51.0,510.0,9.0,2009-05-29,0.023
1377,51.0,510.0,9.0,2009-05-30,0.025833
1378,51.0,510.0,9.0,2009-05-31,0.036417
1379,51.0,510.0,9.0,2009-06-01,0.03425
1380,51.0,510.0,9.0,2009-06-02,0.038667
1381,51.0,510.0,9.0,2009-06-03,0.039833
1382,51.0,510.0,9.0,2009-06-04,0.021125
1383,51.0,510.0,9.0,2009-06-05,0.020583
1384,51.0,510.0,9.0,2009-06-06,0.02375
1385,51.0,510.0,9.0,2009-06-07,0.032792
1386,51.0,510.0,9.0,2009-06-08,0.04
1387,51.0,510.0,9.0,2009-06-09,0.032625
1388,51.0,510.0,9.0,2009-06-10,0.034208
1389,51.0,510.0,9.0,2009-06-11,0.027889
1390,51.0,510.0,9.0,2009-06-12,0.027208
1391,51.0,510.0,9.0,2009-06-13,0.034
1392,51.0,510.0,9.0,2009-06-14,0.03725
1393,51.0,510.0,9.0,2009-06-15,0.036917
1394,51.0,510.0,9.0,2009-06-16,0.028167
1395,51.0,510.0,9.0,2009-06-17,0.023333
1396,51.0,510.0,9.0,2009-06-18,0.019542
1397,51.0,510.0,9.0,2009-06-19,0.031333
1398,51.0,510.0,9.0,2009-06-20,0.027583
1399,51.0,510.0,9.0,2009-06-21,0.026792
1400,51.0,510.0,9.0,2009-06-22,0.022625
1401,51.0,510.0,9.0,2009-06-23,0.02975
1402,51.0,510.0,9.0,2009-06-24,0.029833
1403,51.0,510.0,9.0,2009-06-25,0.0365
1404,51.0,510.0,9.0,2009-06-26,0.043042
1405,51.0,510.0,9.0,2009-06-27,0.031667
1406,51.0,510.0,9.0,2009-06-28,0.022417
1407,51.0,510.0,9.0,2009-06-29,0.03
1408,51.0,510.0,9.0,2009-06-30,0.031292
1409,51.0,510.0,9.0,2009-07-01,0.028056
1410,51.0,510.0,9.0,2009-07-02,0.020333
1411,51.0,510.0,9.0,2009-07-03,0.022083
1412,51.0,510.0,9.0,2009-07-04,0.03025
1413,51.0,510.0,9.0,2009-07-05,0.027417
1414,51.0,510.0,9.0,2009-07-06,0.036875
1415,51.0,510.0,9.0,2009-07-07,0.03125
1416,51.0,510.0,9.0,2009-07-08,0.025722
1417,51.0,510.0,9.0,2009-07-09,0.027667
1418,51.0,510.0,9.0,2009-07-10,0.034458
1419,51.0,510.0,9.0,2009-07-11,0.031708
1420,51.0,510.0,9.0,2009-07-12,0.033875
1421,51.0,510.0,9.0,2009-07-13,0.036583
1422,51.0,510.0,9.0,2009-07-14,0.0295
1423,51.0,510.0,9.0,2009-07-15,0.018
1424,51.0,510.0,9.0,2009-07-16,0.033083
1425,51.0,510.0,9.0,2009-07-17,0.028292
1426,51.0,510.0,9.0,2009-07-18,0.031667
1427,51.0,510.0,9.0,2009-07-19,0.034958
1428,51.0,510.0,9.0,2009-07-20,0.032917
1429,51.0,510.0,9.0,2009-07-21,0.039458
1430,51.0,510.0,9.0,2009-07-22,0.034708
1431,51.0,510.0,9.0,2009-07-23,0.023542
1432,51.0,510.0,9.0,2009-07-24,0.029875
1433,51.0,510.0,9.0,2009-07-26,0.035917
1434,51.0,510.0,9.0,2009-07-27,0.0365
1435,51.0,510.0,9.0,2009-07-28,0.040375
1436,51.0,510.0,9.0,2009-07-29,0.027667
1437,51.0,510.0,9.0,2009-07-30,0.036917
1438,51.0,510.0,9.0,2009-07-31,0.020583
1439,51.0,510.0,9.0,2009-08-01,0.029083
1440,51.0,510.0,9.0,2009-08-02,0.026
1441,51.0,510.0,9.0,2009-08-03,0.0385
1442,51.0,510.0,9.0,2009-08-04,0.031167
1443,51.0,510.0,9.0,2009-08-05,0.03675
1444,51.0,510.0,9.0,2009-08-06,0.016875
1445,51.0,510.0,9.0,2009-08-07,0.021333
1446,51.0,510.0,9.0,2009-08-08,0.039333
1447,51.0,510.0,9.0,2009-08-09,0.032917
1448,51.0,510.0,9.0,2009-08-10,0.028042
1449,51.0,510.0,9.0,2009-08-11,0.036167
1450,51.0,510.0,9.0,2009-08-12,0.038111
1451,51.0,510.0,9.0,2009-08-13,0.038875
1452,51.0,510.0,9.0,2009-08-14,0.035167
1453,51.0,510.0,9.0,2009-08-15,0.0375
1454,51.0,510.0,9.0,2009-08-16,0.039125
1455,51.0,510.0,9.0,2009-08-17,0.039208
1456,51.0,510.0,9.0,2009-08-18,0.030792
1457,51.0,510.0,9.0,2009-08-19,0.020125
1458,51.0,510.0,9.0,2009-08-20,0.02725
1459,51.0,510.0,9.0,2009-08-21,0.026083
1460,51.0,510.0,9.0,2009-08-22,0.018708
1461,51.0,510.0,9.0,2009-08-23,0.030708
1462,51.0,510.0,9.0,2009-08-24,0.024083
1463,51.0,510.0,9.0,2009-08-25,0.038542
1464,51.0,510.0,9.0,2009-08-26,0.034833
1465,51.0,510.0,9.0,2009-08-27,0.042583
1466,51.0,510.0,9.0,2009-08-28,0.025625
1467,51.0,510.0,9.0,2009-08-29,0.021458
1468,51.0,510.0,9.0,2009-08-30,0.035708
1469,51.0,510.0,9.0,2009-08-31,0.017375
1470,51.0,510.0,9.0,2009-09-01,0.022208
1471,51.0,510.0,9.0,2009-09-02,0.024278
1472,51.0,510.0,9.0,2009-09-03,0.025625
1473,51.0,510.0,9.0,2009-09-04,0.035208
1474,51.0,510.0,9.0,2009-09-05,0.032
1475,51.0,510.0,9.0,2009-09-06,0.035542
1476,51.0,510.0,9.0,2009-09-07,0.021042
1477,51.0,510.0,9.0,2009-09-08,0.017458
1478,51.0,510.0,9.0,2009-09-09,0.022278
1479,51.0,510.0,9.0,2009-09-10,0.024458
1480,51.0,510.0,9.0,2009-09-11,0.014333
1481,51.0,510.0,9.0,2009-09-12,0.013833
1482,51.0,510.0,9.0,2009-09-13,0.018292
1483,51.0,510.0,9.0,2009-09-14,0.025583
1484,51.0,510.0,9.0,2009-09-15,0.033833
1485,51.0,510.0,9.0,2009-09-16,0.021875
1486,51.0,510.0,9.0,2009-09-17,0.014167
1487,51.0,510.0,9.0,2009-09-18,0.016792
1488,51.0,510.0,9.0,2009-09-19,0.024167
1489,51.0,510.0,9.0,2009-09-20,0.027042
1490,51.0,510.0,9.0,2009-09-21,0.023708
1491,51.0,510.0,9.0,2009-09-22,0.019167
1492,51.0,510.0,9.0,2009-09-23,0.020292
1493,51.0,510.0,9.0,2009-09-24,0.023042
1494,51.0,510.0,9.0,2009-09-25,0.017792
1495,51.0,510.0,9.0,2009-09-26,0.019625
1496,51.0,510.0,9.0,2009-09-27,0.019292
1497,51.0,510.0,9.0,2009-09-28,0.022375
1498,51.0,510.0,9.0,2009-09-29,0.01125
1499,51.0,510.0,9.0,2009-09-30,0.005278
1500,51.0,510.0,9.0,2009-10-01,0.014083
1501,51.0,510.0,9.0,2009-10-02,0.027042
1502,51.0,510.0,9.0,2009-10-03,0.019667
1503,51.0,510.0,9.0,2009-10-04,0.016458
1504,51.0,510.0,9.0,2009-10-05,0.010333
1505,51.0,510.0,9.0,2009-10-06,0.022667
1506,51.0,510.0,9.0,2009-10-07,0.017292
1507,51.0,510.0,9.0,2009-10-08,0.020375
1508,51.0,510.0,9.0,2009-10-09,0.030292
1509,51.0,510.0,9.0,2009-10-10,0.012583
1510,51.0,510.0,9.0,2009-10-11,0.014667
1511,51.0,510.0,9.0,2009-10-12,0.006458
1512,51.0,510.0,9.0,2009-10-13,0.018292
1513,51.0,510.0,9.0,2009-10-14,0.007167
1514,51.0,510.0,9.0,2009-10-15,0.00525
1515,51.0,510.0,9.0,2009-10-16,0.0055
1516,51.0,510.0,9.0,2009-10-17,0.009208
1517,51.0,510.0,9.0,2009-10-18,0.017458
1518,51.0,510.0,9.0,2009-10-19,0.011292
1519,51.0,510.0,9.0,2009-10-20,0.008375
1520,51.0,510.0,9.0,2009-10-21,0.012083
1521,51.0,510.0,9.0,2009-10-22,0.016118
1522,51.0,510.0,9.0,2009-10-23,0.016167
1523,51.0,510.0,9.0,2009-10-24,0.021667
1524,51.0,510.0,9.0,2009-10-25,0.014458
1525,51.0,510.0,9.0,2009-10-26,0.015917
1526,51.0,510.0,9.0,2009-10-27,0.003875
1527,51.0,510.0,9.0,2009-10-28,0.014944
1528,51.0,510.0,9.0,2009-10-29,0.011667
1529,51.0,510.0,9.0,2009-10-30,0.024
1530,51.0,510.0,9.0,2009-10-31,0.017263
1531,51.0,87.0,14.0,2010-10-21,0.023125
1532,51.0,87.0,14.0,2010-10-22,0.014292
1533,51.0,87.0,14.0,2010-10-23,0.024333
1534,51.0,87.0,14.0,2010-10-24,0.02975
1535,51.0,87.0,14.0,2010-10-25,0.019042
1536,51.0,87.0,14.0,2010-10-26,0.014542
1537,51.0,87.0,14.0,2010-10-27,0.0145
1538,51.0,87.0,14.0,2010-10-28,0.021208
1539,51.0,87.0,14.0,2010-10-29,0.016333
1540,51.0,87.0,14.0,2010-10-30,0.020625
1541,51.0,87.0,14.0,2010-10-31,0.036947
1542,51.0,510.0,9.0,2010-03-31,0.0
1543,51.0,510.0,9.0,2010-04-01,0.030083
1544,51.0,510.0,9.0,2010-04-02,0.039417
1545,51.0,510.0,9.0,2010-04-03,0.033917
1546,51.0,510.0,9.0,2010-04-04,0.031292
1547,51.0,510.0,9.0,2010-04-05,0.026792
1548,51.0,510.0,9.0,2010-04-06,0.039292
1549,51.0,510.0,9.0,2010-04-07,0.044625
1550,51.0,510.0,9.0,2010-04-08,0.040542
1551,51.0,510.0,9.0,2010-04-09,0.032333
1552,51.0,510.0,9.0,2010-04-10,0.036625
1553,51.0,510.0,9.0,2010-04-11,0.034583
1554,51.0,510.0,9.0,2010-04-12,0.039542
1555,51.0,510.0,9.0,2010-04-13,0.022292
1556,51.0,510.0,9.0,2010-04-14,0.036611
1557,51.0,510.0,9.0,2010-04-15,0.03375
1558,51.0,510.0,9.0,2010-04-16,0.041292
