,cStatoMD,cConteaMD,nSitMD,dateMD,O3meanMD
1033,24.0,5.0,3001.0,2010-10-01,0.022
1034,24.0,5.0,3001.0,2010-10-02,0.018167
1035,24.0,5.0,3001.0,2010-10-03,0.023125
1036,24.0,5.0,3001.0,2010-10-04,0.013542
1037,24.0,5.0,3001.0,2010-10-05,0.011417
1038,24.0,5.0,3001.0,2010-10-06,0.011375
1039,24.0,5.0,3001.0,2010-10-07,0.025583
1040,24.0,5.0,3001.0,2010-10-08,0.017875
1041,24.0,5.0,3001.0,2010-10-09,0.026125
1042,24.0,5.0,3001.0,2010-10-10,0.024
1043,24.0,5.0,3001.0,2010-10-11,0.02625
1044,24.0,5.0,3001.0,2010-10-12,0.029958
1045,24.0,5.0,3001.0,2010-10-13,0.015542
1046,24.0,5.0,3001.0,2010-10-14,0.017583
1047,24.0,5.0,3001.0,2010-10-15,0.02525
1048,24.0,5.0,3001.0,2010-10-16,0.019708
1049,24.0,5.0,3001.0,2010-10-17,0.028708
1050,24.0,5.0,3001.0,2010-10-18,0.021458
1051,24.0,5.0,3001.0,2010-10-19,0.011292
1052,24.0,5.0,3001.0,2010-10-20,0.009333
1053,24.0,5.0,3001.0,2010-10-21,0.0185
1054,24.0,5.0,3001.0,2010-10-22,0.018333
1055,24.0,5.0,3001.0,2010-10-23,0.014417
1056,24.0,5.0,3001.0,2010-10-24,0.01675
1057,24.0,5.0,3001.0,2010-10-25,0.020667
1058,24.0,5.0,3001.0,2010-10-26,0.014667
1059,24.0,5.0,3001.0,2010-10-27,0.006647
1060,24.0,5.0,3001.0,2010-10-28,0.022417
1061,24.0,5.0,3001.0,2010-10-29,0.016792
1062,24.0,5.0,3001.0,2010-10-30,0.017125
1063,24.0,5.0,3001.0,2010-10-31,0.019417
1064,24.0,5.0,3001.0,2010-11-01,0.010833
1065,24.0,5.0,3001.0,2010-11-02,0.009417
1066,24.0,5.0,3001.0,2010-11-03,0.014833
1067,24.0,5.0,3001.0,2010-11-04,0.016667
1068,24.0,5.0,3001.0,2010-11-05,0.014958
1069,24.0,5.0,3001.0,2010-11-06,0.010167
1070,24.0,5.0,3001.0,2010-11-07,0.019917
1071,24.0,5.0,3001.0,2010-11-08,0.02625
1072,24.0,5.0,3001.0,2010-11-09,0.021417
1073,24.0,5.0,3001.0,2010-11-10,0.018125
1074,24.0,5.0,3001.0,2010-11-11,0.014
1075,24.0,5.0,3001.0,2010-11-12,0.014833
1076,24.0,5.0,3001.0,2010-11-13,0.016458
1077,24.0,5.0,3001.0,2010-11-14,0.017667
1078,24.0,5.0,3001.0,2010-11-15,0.014958
1079,24.0,5.0,3001.0,2010-11-16,0.024583
1080,24.0,5.0,3001.0,2010-11-17,0.027833
1081,24.0,5.0,3001.0,2010-11-18,0.019917
1082,24.0,5.0,3001.0,2010-11-19,0.015542
1083,24.0,5.0,3001.0,2010-11-20,0.017708
1084,24.0,5.0,3001.0,2010-11-21,0.021333
1085,24.0,5.0,3001.0,2010-11-22,0.016583
1086,24.0,5.0,3001.0,2010-11-23,0.004833
1087,24.0,5.0,3001.0,2010-11-28,0.012647
1088,24.0,5.0,3001.0,2010-11-29,0.0175
1089,24.0,5.0,3001.0,2010-11-30,0.026
1090,24.0,5.0,3001.0,2010-12-01,0.021583
1091,24.0,5.0,3001.0,2010-12-02,0.010417
1092,24.0,5.0,3001.0,2010-12-03,0.014083
1093,24.0,5.0,3001.0,2010-12-04,0.021667
1094,24.0,5.0,3001.0,2010-12-05,0.030667
1095,24.0,5.0,3001.0,2010-12-06,0.025542
1096,24.0,5.0,3001.0,2010-12-07,0.024042
1097,24.0,5.0,3001.0,2010-12-08,0.021083
1098,24.0,5.0,3001.0,2010-12-09,0.012375
1099,24.0,5.0,3001.0,2010-12-10,0.010542
1100,24.0,5.0,3001.0,2010-12-11,0.011125
1101,24.0,5.0,3001.0,2010-12-12,0.018208
1102,24.0,5.0,3001.0,2010-12-13,0.026125
1103,24.0,5.0,3001.0,2010-12-14,0.029917
1104,24.0,5.0,3001.0,2010-12-15,0.025083
1105,24.0,5.0,3001.0,2010-12-16,0.009458
1106,24.0,5.0,3001.0,2010-12-17,0.013042
1107,24.0,5.0,3001.0,2010-12-18,0.007583
1108,24.0,5.0,3001.0,2010-12-19,0.018
1109,24.0,5.0,3001.0,2010-12-20,0.020958
1110,24.0,5.0,3001.0,2010-12-21,0.019
1111,24.0,5.0,3001.0,2010-12-22,0.026625
1112,24.0,5.0,3001.0,2010-12-23,0.028958
1113,24.0,5.0,3001.0,2010-12-24,0.025375
1114,24.0,5.0,3001.0,2010-12-25,0.019875
1115,24.0,5.0,3001.0,2010-12-26,0.02825
1116,24.0,5.0,3001.0,2010-12-27,0.0385
1117,24.0,5.0,3001.0,2010-12-28,0.024875
1118,24.0,5.0,3001.0,2010-12-29,0.010708
1119,24.0,5.0,3001.0,2010-12-30,0.004917
1120,24.0,5.0,3001.0,2010-12-31,0.006
