,cStatoPen,cConteaPen,nSitPen,datePen,O3meanPen
5747,42.0,3.0,8.0,2010-08-17,0.031625
5748,42.0,3.0,8.0,2010-08-18,0.035833
5749,42.0,3.0,8.0,2010-08-19,0.034292
5750,42.0,3.0,8.0,2010-08-20,0.036917
5751,42.0,3.0,8.0,2010-08-21,0.034375
5752,42.0,3.0,8.0,2010-08-22,0.036417
5753,42.0,3.0,8.0,2010-08-23,0.028
5754,42.0,3.0,8.0,2010-08-24,0.021125
5755,42.0,3.0,8.0,2010-08-25,0.027708
5756,42.0,3.0,8.0,2010-08-26,0.027625
5757,42.0,3.0,8.0,2010-08-27,0.026208
5758,42.0,3.0,8.0,2010-08-28,0.029417
5759,42.0,3.0,8.0,2010-08-29,0.04375
5760,42.0,3.0,8.0,2010-08-30,0.035625
5761,42.0,3.0,8.0,2010-08-31,0.034125
5762,42.0,3.0,8.0,2010-09-01,0.033625
5763,42.0,3.0,8.0,2010-09-02,0.0256
5764,42.0,3.0,8.0,2010-09-03,0.032958
5765,42.0,3.0,8.0,2010-09-04,0.030042
5766,42.0,3.0,8.0,2010-09-05,0.027333
5767,42.0,3.0,8.0,2010-09-06,0.023375
5768,42.0,3.0,8.0,2010-09-07,0.041833
5769,42.0,3.0,8.0,2010-09-09,0.020375
5770,42.0,3.0,8.0,2010-09-10,0.012917
5771,42.0,3.0,8.0,2010-09-11,0.026125
5772,42.0,3.0,8.0,2010-09-12,0.025958
5773,42.0,3.0,8.0,2010-09-13,0.022833
5774,42.0,3.0,8.0,2010-09-14,0.025833
5775,42.0,3.0,8.0,2010-09-15,0.02575
5776,42.0,3.0,8.0,2010-09-16,0.028292
5777,42.0,3.0,8.0,2010-09-17,0.014125
5778,42.0,3.0,8.0,2010-09-18,0.017458
5779,42.0,3.0,8.0,2010-09-19,0.025792
5780,42.0,3.0,8.0,2010-09-20,0.022917
5781,42.0,3.0,8.0,2010-09-21,0.02325
5782,42.0,3.0,8.0,2010-09-22,0.025042
5783,42.0,3.0,8.0,2010-09-23,0.026208
5784,42.0,3.0,8.0,2010-09-24,0.045292
5785,42.0,3.0,8.0,2010-09-25,0.028208
5786,42.0,3.0,8.0,2010-09-26,0.017125
5787,42.0,3.0,8.0,2010-09-27,0.005417
5788,42.0,3.0,8.0,2010-09-29,0.012208
5789,42.0,3.0,8.0,2010-09-30,0.016542
5790,42.0,3.0,8.0,2010-10-01,0.018792
5791,42.0,3.0,8.0,2010-10-02,0.014875
5792,42.0,3.0,8.0,2010-10-03,0.011375
5793,42.0,3.0,8.0,2010-10-04,0.00975
5794,42.0,3.0,8.0,2010-10-05,0.017042
5795,42.0,3.0,8.0,2010-10-06,0.009083
5796,42.0,3.0,8.0,2010-10-07,0.017208
5797,42.0,3.0,8.0,2010-10-08,0.015458
5798,42.0,3.0,8.0,2010-10-09,0.017958
5799,42.0,3.0,8.0,2010-10-10,0.024833
5800,42.0,3.0,8.0,2010-10-11,0.030458
5801,42.0,3.0,8.0,2010-10-12,0.019542
5802,42.0,3.0,8.0,2010-10-13,0.011875
5803,42.0,3.0,8.0,2010-10-14,0.014708
5804,42.0,3.0,8.0,2010-10-15,0.020333
5805,42.0,3.0,8.0,2010-10-16,0.018917
5806,42.0,3.0,8.0,2010-10-17,0.030042
5807,42.0,3.0,8.0,2010-10-18,0.012125
5808,42.0,3.0,8.0,2010-10-19,0.015208
5809,42.0,3.0,8.0,2010-10-20,0.028542
5810,42.0,3.0,8.0,2010-10-21,0.030333
5811,42.0,3.0,8.0,2010-10-22,0.0145
5812,42.0,3.0,8.0,2010-10-23,0.014667
5813,42.0,3.0,8.0,2010-10-24,0.025792
5814,42.0,3.0,8.0,2010-10-25,0.01925
5815,42.0,3.0,8.0,2010-10-26,0.022625
5816,42.0,3.0,8.0,2010-10-27,0.029375
5817,42.0,3.0,8.0,2010-10-28,0.022917
5818,42.0,3.0,8.0,2010-10-29,0.014792
5819,42.0,3.0,8.0,2010-10-30,0.021583
5820,42.0,3.0,8.0,2010-10-31,0.024792
5821,42.0,3.0,8.0,2010-11-01,0.012833
5822,42.0,3.0,8.0,2010-11-02,0.00775
5823,42.0,3.0,8.0,2010-11-03,0.008833
5824,42.0,3.0,8.0,2010-11-04,0.012917
5825,42.0,3.0,8.0,2010-11-05,0.012583
5826,42.0,3.0,8.0,2010-11-06,0.010167
5827,42.0,3.0,8.0,2010-11-07,0.010583
5828,42.0,3.0,8.0,2010-11-08,0.011292
5829,42.0,3.0,8.0,2010-11-09,0.005
5830,42.0,3.0,8.0,2010-11-10,0.005167
5831,42.0,3.0,8.0,2010-11-11,0.005583
5832,42.0,3.0,8.0,2010-11-12,0.005625
5833,42.0,3.0,8.0,2010-11-13,0.005958
5834,42.0,3.0,8.0,2010-11-14,0.009833
5835,42.0,3.0,8.0,2010-11-15,0.002917
5836,42.0,3.0,8.0,2010-11-16,0.012333
5837,42.0,3.0,8.0,2010-11-17,0.018625
5838,42.0,3.0,8.0,2010-11-18,0.01025
5839,42.0,3.0,8.0,2010-11-19,0.013208
5840,42.0,3.0,8.0,2010-11-20,0.010458
5841,42.0,3.0,8.0,2010-11-21,0.018333
5842,42.0,3.0,8.0,2010-11-22,0.031292
5843,42.0,3.0,8.0,2010-11-23,0.023625
5844,42.0,3.0,8.0,2010-11-24,0.018
5845,42.0,3.0,8.0,2010-11-25,0.01025
5846,42.0,3.0,8.0,2010-11-26,0.022375
5847,42.0,3.0,8.0,2010-11-27,0.023042
5848,42.0,3.0,8.0,2010-11-28,0.009
5849,42.0,3.0,8.0,2010-11-29,0.01225
5850,42.0,3.0,8.0,2010-11-30,0.014083
5851,42.0,3.0,8.0,2010-12-01,0.015
5852,42.0,3.0,8.0,2010-12-02,0.013583
5853,42.0,3.0,8.0,2010-12-03,0.013167
5854,42.0,3.0,8.0,2010-12-04,0.018875
5855,42.0,3.0,8.0,2010-12-05,0.030375
5856,42.0,3.0,8.0,2010-12-06,0.021917
5857,42.0,3.0,8.0,2010-12-07,0.022708
5858,42.0,3.0,8.0,2010-12-08,0.021333
5859,42.0,3.0,8.0,2010-12-09,0.009333
5860,42.0,3.0,8.0,2010-12-10,0.006917
5861,42.0,3.0,8.0,2010-12-11,0.001
5862,42.0,3.0,8.0,2010-12-13,0.027643
5863,42.0,3.0,8.0,2010-12-14,0.025708
5864,42.0,3.0,8.0,2010-12-15,0.023292
5865,42.0,3.0,8.0,2010-12-16,0.007667
5866,42.0,3.0,8.0,2010-12-17,0.015042
5867,42.0,3.0,8.0,2010-12-18,0.013292
5868,42.0,3.0,8.0,2010-12-19,0.015458
5869,42.0,3.0,8.0,2010-12-20,0.018333
5870,42.0,3.0,8.0,2010-12-21,0.006353
5871,42.0,3.0,8.0,2010-12-22,0.0185
5872,42.0,3.0,8.0,2010-12-23,0.024389
5873,42.0,3.0,8.0,2010-12-24,0.027125
5874,42.0,3.0,8.0,2010-12-25,0.024833
5875,42.0,3.0,8.0,2010-12-26,0.032458
5876,42.0,3.0,8.0,2010-12-27,0.032667
5877,42.0,3.0,8.0,2010-12-28,0.022875
5878,42.0,3.0,8.0,2010-12-29,0.010583
5879,42.0,3.0,8.0,2010-12-30,0.002333
5880,42.0,3.0,8.0,2010-12-31,0.010263
5881,42.0,3.0,10.0,2010-03-31,0.001
5882,42.0,3.0,10.0,2010-04-01,0.021917
5883,42.0,3.0,10.0,2010-04-02,0.025
5884,42.0,3.0,10.0,2010-04-07,0.029
5885,42.0,3.0,10.0,2010-04-08,0.031375
5886,42.0,3.0,10.0,2010-04-14,0.021625
5887,42.0,3.0,10.0,2010-04-15,0.026792
5888,42.0,3.0,10.0,2010-04-16,0.036625
5889,42.0,3.0,10.0,2010-04-17,0.032083
5890,42.0,3.0,10.0,2010-04-18,0.020625
5891,42.0,3.0,10.0,2010-04-19,0.021333
5892,42.0,3.0,10.0,2010-04-20,0.018625
5893,42.0,3.0,10.0,2010-04-21,0.023792
5894,42.0,3.0,10.0,2010-04-22,0.030458
5895,42.0,3.0,10.0,2010-04-23,0.03375
5896,42.0,3.0,10.0,2010-04-25,0.034583
5897,42.0,3.0,10.0,2010-04-26,0.02675
5898,42.0,3.0,10.0,2010-04-27,0.035
5899,42.0,3.0,10.0,2010-04-28,0.022333
5900,42.0,3.0,10.0,2010-04-29,0.023292
5901,42.0,3.0,10.0,2010-04-30,0.028625
5902,42.0,3.0,10.0,2010-05-01,0.030708
5903,42.0,3.0,10.0,2010-05-02,0.019917
5904,42.0,3.0,10.0,2010-05-03,0.034292
5905,42.0,3.0,10.0,2010-05-04,0.031208
5906,42.0,3.0,10.0,2010-05-05,0.04375
5907,42.0,3.0,10.0,2010-05-06,0.034208
5908,42.0,3.0,10.0,2010-05-07,0.037167
5909,42.0,3.0,10.0,2010-05-08,0.032042
5910,42.0,3.0,10.0,2010-05-09,0.03
5911,42.0,3.0,10.0,2010-05-10,0.025417
5912,42.0,3.0,10.0,2010-05-11,0.016167
5913,42.0,3.0,10.0,2010-05-12,0.014875
5914,42.0,3.0,10.0,2010-05-13,0.017875
5915,42.0,3.0,10.0,2010-05-14,0.036125
5916,42.0,3.0,10.0,2010-05-15,0.040792
5917,42.0,3.0,10.0,2010-05-16,0.037583
5918,42.0,3.0,10.0,2010-05-17,0.030125
5919,42.0,3.0,10.0,2010-05-18,0.022917
5920,42.0,3.0,10.0,2010-05-19,0.022083
5921,42.0,3.0,10.0,2010-05-20,0.022125
5922,42.0,3.0,10.0,2010-05-21,0.016958
5923,42.0,3.0,10.0,2010-05-22,0.022167
5924,42.0,3.0,10.0,2010-05-23,0.027375
5925,42.0,3.0,10.0,2010-05-24,0.021417
5926,42.0,3.0,10.0,2010-05-25,0.023583
5927,42.0,3.0,10.0,2010-05-26,0.021458
5928,42.0,3.0,10.0,2010-05-27,0.03025
5929,42.0,3.0,10.0,2010-05-28,0.026167
5930,42.0,3.0,10.0,2010-05-29,0.030042
5931,42.0,3.0,10.0,2010-05-30,0.031958
5932,42.0,3.0,10.0,2010-05-31,0.030708
5933,42.0,3.0,10.0,2010-06-01,0.031792
5934,42.0,3.0,10.0,2010-06-02,0.037
5935,42.0,3.0,10.0,2010-06-03,0.0285
5936,42.0,3.0,10.0,2010-06-04,0.0345
5937,42.0,3.0,10.0,2010-06-05,0.028417
5938,42.0,3.0,10.0,2010-06-06,0.031875
5939,42.0,3.0,10.0,2010-06-07,0.026667
5940,42.0,3.0,10.0,2010-06-09,0.023542
5941,42.0,3.0,10.0,2010-06-10,0.032875
5942,42.0,3.0,10.0,2010-06-11,0.0225
5943,42.0,3.0,10.0,2010-06-12,0.0265
5944,42.0,3.0,10.0,2010-06-13,0.028625
5945,42.0,3.0,10.0,2010-06-14,0.021208
5946,42.0,3.0,10.0,2010-06-15,0.019458
5947,42.0,3.0,10.0,2010-06-16,0.034208
5948,42.0,3.0,10.0,2010-06-17,0.023083
5949,42.0,3.0,10.0,2010-06-18,0.029042
5950,42.0,3.0,10.0,2010-06-19,0.032333
5951,42.0,3.0,10.0,2010-06-20,0.029375
5952,42.0,3.0,10.0,2010-06-21,0.035417
5953,42.0,3.0,10.0,2010-06-22,0.035583
5954,42.0,3.0,10.0,2010-06-23,0.037083
5955,42.0,3.0,10.0,2010-06-24,0.033208
5956,42.0,3.0,10.0,2010-06-25,0.0275
5957,42.0,3.0,10.0,2010-06-26,0.04425
5958,42.0,3.0,10.0,2010-06-27,0.044167
5959,42.0,3.0,10.0,2010-06-28,0.034917
5960,42.0,3.0,10.0,2010-06-29,0.022875
5961,42.0,3.0,10.0,2010-06-30,0.024292
5962,42.0,3.0,10.0,2010-07-01,0.021667
5963,42.0,3.0,10.0,2010-07-02,0.02425
5964,42.0,3.0,10.0,2010-07-03,0.03025
5965,42.0,3.0,10.0,2010-07-04,0.036375
5966,42.0,3.0,10.0,2010-07-05,0.033708
5967,42.0,3.0,10.0,2010-07-06,0.022667
5968,42.0,3.0,10.0,2010-07-07,0.039167
5969,42.0,3.0,10.0,2010-07-08,0.020471
5970,42.0,3.0,10.0,2010-07-09,0.025792
5971,42.0,3.0,10.0,2010-07-10,0.024667
5972,42.0,3.0,10.0,2010-07-11,0.02925
5973,42.0,3.0,10.0,2010-07-12,0.026958
5974,42.0,3.0,10.0,2010-07-13,0.028208
5975,42.0,3.0,10.0,2010-07-14,0.027667
5976,42.0,3.0,10.0,2010-07-15,0.033708
5977,42.0,3.0,10.0,2010-07-16,0.031792
5978,42.0,3.0,10.0,2010-07-17,0.038353
5979,42.0,3.0,10.0,2010-07-18,0.042542
5980,42.0,3.0,10.0,2010-07-19,0.026583
5981,42.0,3.0,10.0,2010-07-20,0.027458
5982,42.0,3.0,10.0,2010-07-21,0.031542
5983,42.0,3.0,10.0,2010-07-22,0.038833
5984,42.0,3.0,10.0,2010-07-24,0.034786
5985,42.0,3.0,10.0,2010-07-25,0.027667
5986,42.0,3.0,10.0,2010-07-26,0.02175
5987,42.0,3.0,10.0,2010-07-27,0.031667
5988,42.0,3.0,10.0,2010-07-28,0.040333
5989,42.0,3.0,10.0,2010-07-29,0.029
5990,42.0,3.0,10.0,2010-07-30,0.022458
5991,42.0,3.0,10.0,2010-07-31,0.028208
5992,42.0,3.0,10.0,2010-08-01,0.036667
5993,42.0,3.0,10.0,2010-08-02,0.032458
5994,42.0,3.0,10.0,2010-08-03,0.018083
5995,42.0,3.0,10.0,2010-08-04,0.029083
5996,42.0,3.0,10.0,2010-08-05,0.036417
5997,42.0,3.0,10.0,2010-08-06,0.024208
5998,42.0,3.0,10.0,2010-08-07,0.024875
5999,42.0,3.0,10.0,2010-08-08,0.026375
6000,42.0,3.0,10.0,2010-08-09,0.036625
6001,42.0,3.0,10.0,2010-08-10,0.041542
6002,42.0,3.0,10.0,2010-08-11,0.041167
6003,42.0,3.0,10.0,2010-08-12,0.038292
6004,42.0,3.0,10.0,2010-08-13,0.030833
6005,42.0,3.0,10.0,2010-08-14,0.027917
6006,42.0,3.0,10.0,2010-08-15,0.030875
6007,42.0,3.0,10.0,2010-08-16,0.027958
6008,42.0,3.0,10.0,2010-08-17,0.02825
6009,42.0,3.0,10.0,2010-08-18,0.034125
6010,42.0,3.0,10.0,2010-08-19,0.028625
6011,42.0,3.0,10.0,2010-08-20,0.024389
6012,42.0,3.0,10.0,2010-08-21,0.034625
6013,42.0,3.0,10.0,2010-08-22,0.033417
6014,42.0,3.0,10.0,2010-08-23,0.024167
6015,42.0,3.0,10.0,2010-08-24,0.019958
6016,42.0,3.0,10.0,2010-08-25,0.023875
6017,42.0,3.0,10.0,2010-08-26,0.02525
6018,42.0,3.0,10.0,2010-08-27,0.0215
6019,42.0,3.0,10.0,2010-08-28,0.026708
6020,42.0,3.0,10.0,2010-08-29,0.036292
6021,42.0,3.0,10.0,2010-08-30,0.029708
6022,42.0,3.0,10.0,2010-08-31,0.028083
6023,42.0,3.0,10.0,2010-09-01,0.028125
6024,42.0,3.0,10.0,2010-09-02,0.027875
6025,42.0,3.0,10.0,2010-09-03,0.032625
6026,42.0,3.0,10.0,2010-09-04,0.028208
6027,42.0,3.0,10.0,2010-09-05,0.023583
6028,42.0,3.0,10.0,2010-09-16,0.02725
6029,42.0,3.0,10.0,2010-09-17,0.01275
6030,42.0,3.0,10.0,2010-09-18,0.014958
6031,42.0,3.0,10.0,2010-09-19,0.024375
6032,42.0,3.0,10.0,2010-09-20,0.019792
6033,42.0,3.0,10.0,2010-09-21,0.018042
6034,42.0,3.0,10.0,2010-09-22,0.021958
6035,42.0,3.0,10.0,2010-09-23,0.020278
6036,42.0,3.0,10.0,2010-09-24,0.042917
6037,42.0,3.0,10.0,2010-09-25,0.026625
6038,42.0,3.0,10.0,2010-09-26,0.0165
6039,42.0,3.0,10.0,2010-09-27,0.003625
6040,42.0,3.0,10.0,2010-09-28,0.013167
6041,42.0,3.0,10.0,2010-09-29,0.012042
6042,42.0,3.0,10.0,2010-09-30,0.010211
6043,42.0,3.0,10.0,2010-10-14,0.008909
6044,42.0,3.0,10.0,2010-10-15,0.01675
6045,42.0,3.0,10.0,2010-10-16,0.019792
6046,42.0,3.0,10.0,2010-10-17,0.026042
6047,42.0,3.0,10.0,2010-10-18,0.012333
6048,42.0,3.0,10.0,2010-10-19,0.015417
6049,42.0,3.0,10.0,2010-10-20,0.027917
6050,42.0,3.0,10.0,2010-10-21,0.028917
6051,42.0,3.0,10.0,2010-10-22,0.014167
6052,42.0,3.0,10.0,2010-10-23,0.013292
6053,42.0,3.0,10.0,2010-10-24,0.021875
6054,42.0,3.0,10.0,2010-10-25,0.016792
6055,42.0,3.0,10.0,2010-10-26,0.021083
6056,42.0,3.0,10.0,2010-10-27,0.027833
6057,42.0,3.0,10.0,2010-10-28,0.022833
6058,42.0,3.0,10.0,2010-10-29,0.014292
6059,42.0,3.0,10.0,2010-10-30,0.022042
6060,42.0,3.0,10.0,2010-10-31,0.023947
6061,42.0,11.0,11.0,2010-03-31,0.0035
6062,42.0,11.0,11.0,2010-04-01,0.021458
6063,42.0,11.0,11.0,2010-04-02,0.036125
6064,42.0,11.0,11.0,2010-04-03,0.032958
6065,42.0,11.0,11.0,2010-04-04,0.027417
6066,42.0,11.0,11.0,2010-04-05,0.029667
6067,42.0,11.0,11.0,2010-04-06,0.027458
6068,42.0,11.0,11.0,2010-04-07,0.032583
6069,42.0,11.0,11.0,2010-04-08,0.038667
6070,42.0,11.0,11.0,2010-04-09,0.036125
6071,42.0,11.0,11.0,2010-04-10,0.032708
6072,42.0,11.0,11.0,2010-04-11,0.038083
6073,42.0,11.0,11.0,2010-04-12,0.030917
6074,42.0,11.0,11.0,2010-04-13,0.021375
6075,42.0,11.0,11.0,2010-04-14,0.024458
6076,42.0,11.0,11.0,2010-04-15,0.032875
6077,42.0,11.0,11.0,2010-04-16,0.035208
6078,42.0,11.0,11.0,2010-04-17,0.033208
6079,42.0,11.0,11.0,2010-04-18,0.024083
6080,42.0,11.0,11.0,2010-04-19,0.029083
6081,42.0,11.0,11.0,2010-04-20,0.023625
6082,42.0,11.0,11.0,2010-04-21,0.025667
6083,42.0,11.0,11.0,2010-04-22,0.038958
6084,42.0,11.0,11.0,2010-04-23,0.037417
6085,42.0,11.0,11.0,2010-04-24,0.040917
6086,42.0,11.0,11.0,2010-04-25,0.037333
6087,42.0,11.0,11.0,2010-04-26,0.024458
6088,42.0,11.0,11.0,2010-04-27,0.037042
6089,42.0,11.0,11.0,2010-04-28,0.036167
6090,42.0,11.0,11.0,2010-04-29,0.038458
6091,42.0,11.0,11.0,2010-05-01,0.04575
6092,42.0,11.0,11.0,2010-05-02,0.030375
6093,42.0,11.0,11.0,2010-05-03,0.024333
6094,42.0,11.0,11.0,2010-05-04,0.030458
6095,42.0,11.0,11.0,2010-05-05,0.038889
6096,42.0,11.0,11.0,2010-05-06,0.04275
6097,42.0,11.0,11.0,2010-05-07,0.039292
6098,42.0,11.0,11.0,2010-05-08,0.039125
6099,42.0,11.0,11.0,2010-05-09,0.043042
6100,42.0,11.0,11.0,2010-05-10,0.038167
6101,42.0,11.0,11.0,2010-05-11,0.035333
6102,42.0,11.0,11.0,2010-05-12,0.029875
6103,42.0,11.0,11.0,2010-05-13,0.04275
6104,42.0,11.0,11.0,2010-05-14,0.0335
6105,42.0,11.0,11.0,2010-05-15,0.042583
6106,42.0,11.0,11.0,2010-05-16,0.033375
6107,42.0,11.0,11.0,2010-05-17,0.022917
6108,42.0,11.0,11.0,2010-05-18,0.035542
6109,42.0,11.0,11.0,2010-05-19,0.023875
6110,42.0,11.0,11.0,2010-05-20,0.035
6111,42.0,11.0,11.0,2010-05-21,0.047792
6112,42.0,11.0,11.0,2010-05-22,0.044875
6113,42.0,11.0,11.0,2010-05-23,0.031583
6114,42.0,11.0,11.0,2010-05-24,0.020333
6115,42.0,11.0,11.0,2010-05-25,0.023917
6116,42.0,11.0,11.0,2010-05-26,0.043708
6117,42.0,11.0,11.0,2010-05-27,0.049708
6118,42.0,11.0,11.0,2010-05-28,0.028625
6119,42.0,11.0,11.0,2010-05-29,0.036958
6120,42.0,11.0,11.0,2010-05-30,0.031292
6121,42.0,11.0,11.0,2010-05-31,0.04125
6122,42.0,11.0,11.0,2010-06-01,0.014
6123,42.0,11.0,11.0,2010-06-07,0.019846
6124,42.0,11.0,11.0,2010-06-08,0.021708
6125,42.0,11.0,11.0,2010-06-09,0.01575
6126,42.0,11.0,11.0,2010-06-10,0.033292
6127,42.0,11.0,11.0,2010-06-11,0.031375
6128,42.0,11.0,11.0,2010-06-12,0.0395
6129,42.0,11.0,11.0,2010-06-13,0.025125
6130,42.0,11.0,11.0,2010-06-14,0.025833
6131,42.0,11.0,11.0,2010-06-15,0.03425
6132,42.0,11.0,11.0,2010-06-16,0.029417
6133,42.0,11.0,11.0,2010-06-17,0.029917
6134,42.0,11.0,11.0,2010-06-18,0.034458
6135,42.0,11.0,11.0,2010-06-19,0.050417
6136,42.0,11.0,11.0,2010-06-20,0.03775
6137,42.0,11.0,11.0,2010-06-21,0.032458
6138,42.0,11.0,11.0,2010-06-22,0.03825
6139,42.0,11.0,11.0,2010-06-23,0.040792
6140,42.0,11.0,11.0,2010-06-24,0.041083
6141,42.0,11.0,11.0,2010-06-25,0.037458
6142,42.0,11.0,11.0,2010-06-26,0.043375
6143,42.0,11.0,11.0,2010-06-27,0.04475
6144,42.0,11.0,11.0,2010-06-28,0.035875
6145,42.0,11.0,11.0,2010-06-29,0.038833
6146,42.0,11.0,11.0,2010-06-30,0.03
6147,42.0,11.0,11.0,2010-07-01,0.022875
6148,42.0,11.0,11.0,2010-07-02,0.021042
6149,42.0,11.0,11.0,2010-07-03,0.037167
6150,42.0,11.0,11.0,2010-07-04,0.047375
6151,42.0,11.0,11.0,2010-07-05,0.045
6152,42.0,11.0,11.0,2010-07-06,0.044708
6153,42.0,11.0,11.0,2010-07-07,0.042083
6154,42.0,11.0,11.0,2010-07-08,0.0495
6155,42.0,11.0,11.0,2010-07-09,0.030625
6156,42.0,11.0,11.0,2010-07-10,0.024417
6157,42.0,11.0,11.0,2010-07-11,0.030167
6158,42.0,11.0,11.0,2010-07-12,0.034458
6159,42.0,11.0,11.0,2010-07-13,0.029708
6160,42.0,11.0,11.0,2010-07-14,0.021958
6161,42.0,11.0,11.0,2010-07-15,0.029542
6162,42.0,11.0,11.0,2010-07-16,0.0385
6163,42.0,11.0,11.0,2010-07-17,0.043333
6164,42.0,11.0,11.0,2010-07-18,0.032417
6165,42.0,11.0,11.0,2010-07-19,0.035208
6166,42.0,11.0,11.0,2010-07-20,0.029625
6167,42.0,11.0,11.0,2010-07-21,0.035625
6168,42.0,11.0,11.0,2010-07-22,0.025333
6169,42.0,11.0,11.0,2010-07-23,0.0325
6170,42.0,11.0,11.0,2010-07-24,0.039917
6171,42.0,11.0,11.0,2010-07-25,0.0325
6172,42.0,11.0,11.0,2010-07-26,0.02125
6173,42.0,11.0,11.0,2010-07-27,0.03325
6174,42.0,11.0,11.0,2010-07-28,0.04425
6175,42.0,11.0,11.0,2010-07-29,0.0315
6176,42.0,11.0,11.0,2010-07-30,0.027125
6177,42.0,11.0,11.0,2010-07-31,0.031625
6178,42.0,11.0,11.0,2010-08-01,0.024667
6179,42.0,11.0,11.0,2010-08-02,0.030958
6180,42.0,11.0,11.0,2010-08-03,0.034583
6181,42.0,11.0,11.0,2010-08-04,0.044333
6182,42.0,11.0,11.0,2010-08-05,0.035375
6183,42.0,11.0,11.0,2010-08-06,0.027
6184,42.0,11.0,11.0,2010-08-07,0.030375
6185,42.0,11.0,11.0,2010-08-08,0.037542
6186,42.0,11.0,11.0,2010-08-09,0.046625
6187,42.0,11.0,11.0,2010-08-10,0.049042
6188,42.0,11.0,11.0,2010-08-11,0.040375
6189,42.0,11.0,11.0,2010-08-12,0.029125
6190,42.0,11.0,11.0,2010-08-13,0.02075
6191,42.0,11.0,11.0,2010-08-14,0.027167
6192,42.0,11.0,11.0,2010-08-15,0.018292
6193,42.0,11.0,11.0,2010-08-16,0.019583
6194,42.0,11.0,11.0,2010-08-17,0.027167
6195,42.0,11.0,11.0,2010-08-18,0.024167
6196,42.0,11.0,11.0,2010-08-19,0.037125
6197,42.0,11.0,11.0,2010-08-20,0.029125
6198,42.0,11.0,11.0,2010-08-21,0.042792
6199,42.0,11.0,11.0,2010-08-22,0.034708
6200,42.0,11.0,11.0,2010-08-23,0.0275
6201,42.0,11.0,11.0,2010-08-24,0.022292
6202,42.0,11.0,11.0,2010-08-25,0.015833
6203,42.0,11.0,11.0,2010-08-26,0.021125
6204,42.0,11.0,11.0,2010-08-27,0.022292
6205,42.0,11.0,11.0,2010-08-28,0.024458
6206,42.0,11.0,11.0,2010-08-29,0.032875
6207,42.0,11.0,11.0,2010-08-30,0.033167
6208,42.0,11.0,11.0,2010-08-31,0.029417
6209,42.0,11.0,11.0,2010-09-01,0.05
6210,42.0,11.0,11.0,2010-09-02,0.049125
6211,42.0,11.0,11.0,2010-09-03,0.036917
6212,42.0,11.0,11.0,2010-09-04,0.026458
6213,42.0,11.0,11.0,2010-09-05,0.024208
6214,42.0,11.0,11.0,2010-09-06,0.033583
6215,42.0,11.0,11.0,2010-09-07,0.047333
6216,42.0,11.0,11.0,2010-09-08,0.038458
6217,42.0,11.0,11.0,2010-09-09,0.021958
6218,42.0,11.0,11.0,2010-09-10,0.017125
6219,42.0,11.0,11.0,2010-09-11,0.025583
6220,42.0,11.0,11.0,2010-09-12,0.016417
6221,42.0,11.0,11.0,2010-09-13,0.02375
6222,42.0,11.0,11.0,2010-09-14,0.016667
6223,42.0,11.0,11.0,2010-09-15,0.021958
6224,42.0,11.0,11.0,2010-09-16,0.018542
6225,42.0,11.0,11.0,2010-09-17,0.019667
6226,42.0,11.0,11.0,2010-09-18,0.02
6227,42.0,11.0,11.0,2010-09-19,0.036167
6228,42.0,11.0,11.0,2010-09-20,0.024917
6229,42.0,11.0,11.0,2010-09-21,0.022458
6230,42.0,11.0,11.0,2010-09-22,0.034875
6231,42.0,11.0,11.0,2010-09-23,0.030708
6232,42.0,11.0,11.0,2010-09-24,0.046583
6233,42.0,11.0,11.0,2010-09-25,0.04075
6234,42.0,11.0,11.0,2010-09-26,0.019542
6235,42.0,11.0,11.0,2010-09-27,0.012458
6236,42.0,11.0,11.0,2010-09-28,0.023167
6237,42.0,11.0,11.0,2010-09-29,0.014833
6238,42.0,11.0,11.0,2010-09-30,0.014667
6239,42.0,11.0,11.0,2010-10-01,0.025417
6240,42.0,11.0,11.0,2010-10-02,0.015875
6241,42.0,11.0,11.0,2010-10-03,0.020917
6242,42.0,11.0,11.0,2010-10-04,0.014542
6243,42.0,11.0,11.0,2010-10-05,0.006917
6244,42.0,11.0,11.0,2010-10-06,0.01075
6245,42.0,11.0,11.0,2010-10-07,0.02475
6246,42.0,11.0,11.0,2010-10-08,0.021792
6247,42.0,11.0,11.0,2010-10-09,0.025833
6248,42.0,11.0,11.0,2010-10-13,0.012458
6249,42.0,11.0,11.0,2010-10-14,0.012417
6250,42.0,11.0,11.0,2010-10-15,0.026708
6251,42.0,11.0,11.0,2010-10-16,0.020875
6252,42.0,11.0,11.0,2010-10-17,0.024375
6253,42.0,11.0,11.0,2010-10-18,0.018542
6254,42.0,11.0,11.0,2010-10-19,0.014
6255,42.0,11.0,11.0,2010-10-20,0.0105
6256,42.0,11.0,11.0,2010-10-21,0.018583
6257,42.0,11.0,11.0,2010-10-22,0.018
6258,42.0,11.0,11.0,2010-10-23,0.012125
6259,42.0,11.0,11.0,2010-10-24,0.01175
6260,42.0,11.0,11.0,2010-10-25,0.02
6261,42.0,11.0,11.0,2010-10-26,0.016208
6262,42.0,11.0,11.0,2010-10-27,0.005176
6263,42.0,11.0,11.0,2010-10-28,0.020583
6264,42.0,11.0,11.0,2010-10-29,0.018667
